A,Name on ballot,"Candidate

Sequence",Unnamed: 3,"   Type
      Nominat-
            ion","Electoral
district",Unnamed: 6,Sex,Candidate's full name,Voter number
231 ,National State Forces Alliance,5 ,,Alliance,Babylon,,"   female
 ","Rafala Rasn Y Abdul Karim Nidal
Al-Jahisr Y",2017
231 ,National State Forces Alliance,6 ,,Alliance,Babylon,,"   female
 ",Zainab Ismail Attia Hassan Al-Boubdry,2018
231 ,National State Forces Alliance,7 ,,Alliance,Babylon,,Male,Qasim Rahim Hamad Salman Al-Maamouri,2019
231 ,National State Forces Alliance,8 ,,Alliance,Babylon,,Male,Omarta Madb Rashid Al-Janani,2020
231 ,National State Forces Alliance,9 ,,Alliance,Babylon,,Male,Muhammad Majid Khalil Ibrahim al-Yassari,2021
231 ,National State Forces Alliance,10 ,,Alliance,Babylon,,Male,Muhammad Baqir al-Salim Salih Mahdi al-Muslimawi,2022
231 ,National State Forces Alliance,11 ,,Alliance,Babylon,,"   female
 ",Khatam Dawood Jalab Abdul-Ridha Al-Muhammadi,2023
231 ,National State Forces Alliance,12 ,,Alliance,Babylon,,Male,Mahdi Saadi Arethi Abdul Bouawad,2024
231 ,National State Forces Alliance,13 ,,Alliance,Babylon,,Male,Ali Jassim Mohammed Hassan Al-Saadi,2025
231 ,National State Forces Alliance,14 ,,Alliance,Babylon,,Male,Haider Karim Badawi Matar Al-Marshadi,2026
231 ,National State Forces Alliance,15 ,,Alliance,Babylon,,Male,Aboud Taherzmat Jassim Al-Shathi,2027
231 ,National State Forces Alliance,16 ,,Alliance,Babylon,,"   female
 ","Hamdia Abbas Mohammed Obaid Al-Husaythan
Y",2028
231 ,National State Forces Alliance,17 ,,Alliance,Babylon,,Male,Zaid Suhail Najm Abdiyoub Al-Hasnawi,2029
231 ,National State Forces Alliance,18 ,,Alliance,Babylon,,Male,"Jaafar Alii Atshan Ashour Al-
Ywann Y",2030
231 ,National State Forces Alliance,19 ,,Alliance,Babylon,,"   female
 ",Khalida Hassan Diab Marzouq Al-Marshadi,2031
231 ,National State Forces Alliance,20 ,,Alliance,Babylon,,Male,"Ahmed Jaafar Mohammed Ali Al-
Waili",2032
231 ,National State Forces Alliance,21 ,,Alliance,Babylon,,Male,Hassan Kazem Ali Mohsen Al-Awadil,2033
231 ,National State Forces Alliance,22 ,,Alliance,Babylon,,Male,Ghawi Hamid Halawi Ghawi Al-Shaddah,2034
231 ,National State Forces Alliance,23 ,,Alliance,Babylon,,Male,Adel Najm Abdel Nassar Al-Janani,2035
231 ,National State Forces Alliance,24 ,,Alliance,Babylon,,"   female
 ",هديل كاظم طاهر حسيرن التميمیي,2036
231 ,National State Forces Alliance,25 ,,Alliance,Babylon,,Male,Ahmed Sami Mohammed Khadir Al-Masoudi,2037
231 ,National State Forces Alliance,26 ,,Alliance,Babylon,,"   female
 ",Maysoun Saadi Sadiq Jabrshi,2038
231 ,National State Forces Alliance,27 ,,Alliance,Babylon,,Male,Rahim Abis Hassoun Mohammed Al-Khafaji,2039
231 ,National State Forces Alliance,28 ,,Alliance,Babylon,,"   female
 ",Rasha Karim Kazem Jassim Aloush,2040
231 ,National State Forces Alliance,29 ,,Alliance,Babylon,,Male,Muhammad Ali Obaid KhalafAl-Maamouri,2041
231 ,National State Forces Alliance,30 ,,Alliance,Babylon,,Male,"Sadiq Rasool Hassoun, may God bless you",2042
231 ,National State Forces Alliance,31 ,,Alliance,Babylon,,"   female
 ","Zainab Ghazi Hamza Zahir
Al-Alwani",2043
231 ,National State Forces Alliance, 32 ,,Alliance,Babylon,,Male,Karar Raad Abdullah Aliwi Ramadan,2044
231 ,National State Forces Alliance, 33 ,,Alliance,Babylon,,Male,Muththan Razzaq Saleh Ismail Ismail,2045
231 ,National State Forces Alliance, 34 ,,Alliance,Babylon,,Male,Mohammed Abdul Sahib Abbas Hamza Al-Qassab,2046
236 ,Al-Omran Party,1 ,,Party,Babylon,,Male,"Ahmed Akram Alwan, the Khaikani
tarboush",2047
236 ,Al-Omran Party,2 ,,Party,Babylon,,"   female
 ","Alia Haseer N Hashem Daw-
ood Al-Shar Yifn Y",2048
236 ,Al-Omran Party,3 ,,Party,Babylon,,Male,"Rafid Muhammad Hashim Hasiran Al-
Araji",2049
236 ,Al-Omran Party,4 ,,Party,Babylon,,"   female
 ","Iman Mutasher Abdul Amish
Al-Janani",2050
236 ,Al-Omran Party,5 ,,Party,Babylon,,Male,"Peace be upon you Hamza Sarrar YfZghair
Al-Saeedi",2051
236 ,Al-Omran Party,6 ,,Party,Babylon,,Male,Mustafa Faris Shakarmir N Awad,2052
236 ,Al-Omran Party,7 ,,Party,Babylon,,Male,"Ahmed Jassim Khalil Ibrahim
Al-Kanani",2053
236 ,Al-Omran Party,8 ,,Party,Babylon,,"   female
 ",Ikhlas Jassim Nouri Abboud Abboud,2054
236 ,Al-Omran Party,9 ,,Party,Babylon,,Male,"Ghaith Jawad Kadhim Rasn
Y Hamir Y",2055
236 ,Al-Omran Party, 10 ,,Party,Babylon,,Male,Abdul-Azim Abdul-Wahid Kazim Hamadi Al-Shukri,2056
236 ,Al-Omran Party, 11 ,,Party,Babylon,,Male,"Peace be upon you, Hamad Hamza Dharib Al-Bujassim",2057
238 ,"Lieutenant Colonel Ali Abbas
Jassim Al-Sultani",   1 ,,"Pe-
rson",Babylon,,Male,Ali Abbas Jassim Ali Al-Sultani,2058
239 ,Sumerian movement,   1 ,,Party,Babylon,,Male,Nazim Mohammad Dovej Jabralassadi,2059
239 ,Sumerian movement,   2 ,,Party,Babylon,,Male,"Hassan Hamza Abdullah Ibrahim, leftist",2060
239 ,Sumerian movement,   3 ,,Party,Babylon,,Male,"Blessing of Zghair Abbas Kadhim Al-Khashkhasir
Y",2061
239 ,Sumerian movement,   4 ,,Party,Babylon,,"   female
 ",Abeer Jaidan KhalafSahi Al-Azzawi,2062
239 ,Sumerian movement,   5 ,,Party,Babylon,,Male,Ahmed Yasser Hasirn Abdul Hassan Al-Jabouri,2063
239 ,Sumerian movement,   6 ,,Party,Babylon,,Male,Miqdaam Yasarabidoon Nasir al-Nasir,2064
239 ,Sumerian movement,   7 ,,Party,Babylon,,Male,Ali Jassim Ali Abdul Ali Al Mansouri,2065
239 ,Sumerian movement,   8 ,,Party,Babylon,,"   female
 ",Inas Amer Abbas Ali Al-Bajou,2066
239 ,Sumerian movement,   9 ,,Party,Babylon,,Male,"Ali Abdel Sattar Muhammad Arzij, the leftist",2067
239 ,Sumerian movement, 10 ,,Party,Babylon,,Male,Hasirn Abdul-Ridha Jawad Aboud Al-Haluj,2068
239 ,Sumerian movement, 11 ,,Party,Babylon,,Male,Ahmed Attia Dakhil Abbas Al-Tani,2069
239 ,Sumerian movement, 12 ,,Party,Babylon,,"   female
 ",The voice of Jasib Majeed Hajim Al-Qattan,2070
239 ,Sumerian movement, 13 ,,Party,Babylon,,Male,Hazem Kazim Mal Allah Hashem Al-Issawi,2071
239 ,Sumerian movement,14 ,,Party,Babylon,,Male,      Hakim Zaid Suwadi Ajrash Najidi,2072
239 ,Sumerian movement,15 ,,Party,Babylon,,Male,        Khaled Rahim Kazim Al-Khashan Al-Jabouri,2073
239 ,Sumerian movement,16 ,,Party,Babylon,,"   female
 ",    Waiting for Muslim Hasir Saleh Al-Jubouri,2074
239 ,Sumerian movement,17 ,,Party,Babylon,,Male,       Wassim Abdul Ali Najm Aboud Al-Badr,2075
239 ,Sumerian movement,18 ,,Party,Babylon,,Male,"      Saad Ibrahim Talib, Sultani Dialo-
                              gue",2076
239 ,Sumerian movement,19 ,,Party,Babylon,,Male,Latif Murad Hudhud Sultan Al Hudhud,2077
239 ,Sumerian movement,20 ,,Party,Babylon,,"   female
 ",Dunya Farhan Hasir N       Aboud Abu Tayef,2078
239 ,Sumerian movement,21 ,,Party,Babylon,,Male,Mahdi Abdul Amir Ismail Hamad Al-Tufaili,2079
239 ,Sumerian movement,22 ,,Party,Babylon,,Male,Thamer Shaker Jassim Zalukh Al-Jabouri,2080
239 ,Sumerian movement,23 ,,Party,Babylon,,Male,Thaerris Dawood Abdullah Al-Maamouri,2081
239 ,Sumerian movement,24 ,,Party,Babylon,,"   female
 ",Bashayer Hashim Abdul Wahid Yasser Al-Yasseri,2082
239 ,Sumerian movement,25 ,,Party,Babylon,,Male,Mohammed Kamel Muzal Najm Al-Masoudi,2083
239 ,Sumerian movement,26 ,,Party,Babylon,,Male,"Jawad Kazem Falah Hasir N       Al-
Taroudawi",2084
239 ,Sumerian movement,27 ,,Party,Babylon,,Male," The ugly Hamid Kazim Hasir N
                         Al-Kalani",2085
239 ,Sumerian movement,28 ,,Party,Babylon,,"   female
 ","Shahla Fawzi Talib Abbud
             Al-Alwani",2086
239 ,Sumerian movement,29 ,,Party,Babylon,,Male,        Ayman Kamil Hashim Kazim Al-Anawi,2087
239 ,Sumerian movement,30 ,,Party,Babylon,,Male,       Barq Khaled Jaryan Dikan Al-Jarisi,2088
239 ,Sumerian movement,31 ,,Party,Babylon,,Male,Faris Musab Abdul Abbas Darwish Al-Jabouri,2089
239 ,Sumerian movement,32 ,,Party,Babylon,,"   female
 ",Aseel Khalif Rashid Jassim Al-Mousawi,2090
239 ,Sumerian movement,33 ,,Party,Babylon,,Male,"Thabet Jawad Kadhim Hasiran Al-
Jabouri",2091
239 ,Sumerian movement,34 ,,Party,Babylon,,"   female
 ",Lamia Jabbar Habboub Saddam Al-Shammari,2092
244 ,"Al-Arafri Foun-
dation Coalition",1 ,,Alliance,Babylon,,Male,I feel sorry for Hassan Reda Al-Saeedi,2093
244 ,"Al-Arafri Foun-
dation Coalition",2 ,,Alliance,Babylon,,Male,"Hamza Jabbar Harni Mohammed Al-
                        Jabouri",2094
244 ,"Al-Arafri Foun-
dation Coalition",3 ,,Alliance,Babylon,,Male,       Adi Arkan Abbas Naaman Al-Awidi,2095
244 ,"Al-Arafri Foun-
dation Coalition",4 ,,Alliance,Babylon,,Male,       Issam Fakhri Bartouaid Al-Shammari,2096
244 ,"Al-Arafri Foun-
dation Coalition",5 ,,Alliance,Babylon,,Male, Ahmed Badrjasem Hasirn Al-Zarir,2097
244 ,"Al-Arafri Foun-
dation Coalition",6 ,,Alliance,Babylon,,"   female
 ",        Ekram Kamel Zahir Mohsen Al-Muhten,2098
244 ,"Al-Arafri Foun-
dation Coalition",7 ,,Alliance,Babylon,,Male,     Maytham Abdul Jassim Abdul Hamza Kazim Al-Shukri,2099
244 ,"Al-Arafri Foun-
dation Coalition",8 ,,      Alliance,Babylon,,"   female
 ","Farah Ahmed Kamel Darb Al-
Nafie",2100
244 ,"Al-Arafri Foun-
dation Coalition",9 ,,      Alliance,Babylon,,Male,"Muhammad Jawad Abdul-Kadhim Ashkah Anf-
oos",2101
244 ,"Al-Arafri Foun-
dation Coalition",10 ,,      Alliance,Babylon,,Male,"Regretfully, Nafl Hassan Aboud Al-Jaheesir
Y",2102
244 ,"Al-Arafri Foun-
dation Coalition",11 ,,      Alliance,Babylon,,Male,Hasir NakamulNaji Mu'idi Al-Maamouri,2103
244 ,"Al-Arafri Foun-
dation Coalition",12 ,,      Alliance,Babylon,,Male,Hamid Hamza Kazim Masir Masir,2104
244 ,"Al-Arafri Foun-
dation Coalition",13 ,,      Alliance,Babylon,,"   female
 ",Ibtisam Hassan Diab Marzouq Al-Marshadi,2105
244 ,"Al-Arafri Foun-
dation Coalition",14 ,,      Alliance,Babylon,,"   female
 ","Aseel Khaled Abdul Mohammed
Al-Kafli",2106
244 ,"Al-Arafri Foun-
dation Coalition",15 ,,      Alliance,Babylon,,Male,Muhammad Hadi Kazim Jawad al-Jazaery,2107
244 ,"Al-Arafri Foun-
dation Coalition",16 ,,      Alliance,Babylon,,Male,"Peace be upon you, Abdul-Kazem Abdullah Abdul-Hassan Al-Jubouri",2108
244 ,"Al-Arafri Foun-
dation Coalition",17 ,,      Alliance,Babylon,,Male,Thaer Abdul Latif Abdul Hamid Ali Al-Azzawi,2109
244 ,"Al-Arafri Foun-
dation Coalition",18 ,,      Alliance,Babylon,,"   female
 ",Zahra Mohammed Saud Aziz Al-Tamimi,2110
244 ,"Al-Arafri Foun-
dation Coalition",19 ,,      Alliance,Babylon,,Male,"Marza Hamza Abdulma'ir N Hilal
Al-Janani",2111
244 ,"Al-Arafri Foun-
dation Coalition",20 ,,      Alliance,Babylon,,Male,Omar Khadir Baskar Al-Janani,2112
244 ,"Al-Arafri Foun-
dation Coalition",21 ,,      Alliance,Babylon,,"   female
 ",Zainab Abbas Ali Latif Al-Ridhawi,2113
244 ,"Al-Arafri Foun-
dation Coalition",22 ,,      Alliance,Babylon,,Male,"Zuhair Abbas Abboud
Razofari Mashtat",2114
244 ,"Al-Arafri Foun-
dation Coalition",23 ,,      Alliance,Babylon,,"   female
 ",Alaa Abdel-Kazem Abbas Mohammed Al-Husseinawi,2115
244 ,"Al-Arafri Foun-
dation Coalition",24 ,,      Alliance,Babylon,,Male,Ghaith Ali Samisim Obaid Al-Buaisi,2116
244 ,"Al-Arafri Foun-
dation Coalition",25 ,,      Alliance,Babylon,,Male,Yasser Omar Saber Mohsen Al Shamri,2117
244 ,"Al-Arafri Foun-
dation Coalition",26 ,,      Alliance,Babylon,,Male,Karim Saad Hasirn Lotan Al-Kreish,2118
244 ,"Al-Arafri Foun-
dation Coalition",27 ,,      Alliance,Babylon,,"   female
 ",The call of Talib Mohsen Thajib Al-Ajili,2119
244 ,"Al-Arafri Foun-
dation Coalition",28 ,,      Alliance,Babylon,,"   female
 ","Names of Hasiran Jdou' Kazem Abb-
oud",2120
244 ,"Al-Arafri Foun-
dation Coalition",29 ,,      Alliance,Babylon,,Male,Zuhair JawadNaji Abbas Al-Shabil,2121
244 ,"Al-Arafri Foun-
dation Coalition",30 ,,      Alliance,Babylon,,Male,Ahmed Salman Awda Briwal Shablawi,2122
244 ,"Al-Arafri Foun-
dation Coalition",31 ,,      Alliance,Babylon,,Male,"Saud Hassan Juma Matar Al-Jahisi
Y",2123
245 ,"Canon's secr-
ets",1 ,,Party,Babylon,,Male,"Hasir N       Sahib Mahdi Bayanari
Shop",2124
245 ,"Canon's secr-
ets",2 ,,Party,Babylon,,Male,Haider Abdul-Amir Kazim Makshash Alak,2125
245 ,"Canon's secr-
ets",3 ,,Party,Babylon,,Male,Haider Jawad Kazem Attia Al-Kadasawi,2126
245 ,"Canon's secr-
ets",4 ,,Party,Babylon,,Male,Hamed Abdel Khadhan Abbas Hadi Al-Fatlawi,2127
245 ,"Canon's secr-
ets",5 ,,Party,Babylon,,Male,Time Ali Musa Hassan Al-Jabouri,2128
245 ,"Canon's secr-
ets",6 ,,Party,Babylon,,Male,Abbas Radam Hamad Sajam Al-Tufaili,2129
245 ,"Canon's secr-
ets",7 ,,Party,Babylon,,Male,Mustafa Khalil NaseefJassim Al-Karawi,2130
245 ,"Canon's secr-
ets",8 ,,Party,Babylon,,"   female
 ","Congratulations to Majid Felefel Kha-
lifAl-Janani",2131
245 ,"Canon's secr-
ets",9 ,,Party,Babylon,,Male,Majeed Dahhan Salithi Janan Al-Arami,2132
245 ,"Canon's secr-
ets",10 ,,Party,Babylon,,Male,Thaer Jassab Hassoun Mohammed Al-Jabouri,2133
245 ,"Canon's secr-
ets",11 ,,Party,Babylon,,"   female
 ",Wafaa Talib Salman Kazem Atijawi,2134
245 ,"Canon's secr-
ets",12 ,,Party,Babylon,,Male,"Ayad Suwad Obaidi Hasirn Al-Khashkhasir
Y",2135
245 ,"Canon's secr-
ets",13 ,,Party,Babylon,,Male,Firas Fadel Abbas Dhari Al-Masoudi,2136
245 ,"Canon's secr-
ets",14 ,,Party,Babylon,,Male,"Abdullah Hassan Haseer N Jawad Hamir
Y",2137
245 ,"Canon's secr-
ets",15 ,,Party,Babylon,,"   female
 ",Fatima Ashour Hamad Khawin Al-Awady,2138
245 ,"Canon's secr-
ets",16 ,,Party,Babylon,,"   female
 ","Khatam Suhail Obaidkomanni
Nakhilawi",2139
245 ,"Canon's secr-
ets",17 ,,Party,Babylon,,Male,Thaer Omran Shadhan Hassoun Al-Janani,2140
245 ,"Canon's secr-
ets",18 ,,Party,Babylon,,Male,Hadi Sajid Abdul Abbas Abdullah Al-Khafaji,2141
245 ,"Canon's secr-
ets",19 ,,Party,Babylon,,Male,حيدر محمدحبيب مجيد حمادي السلامي,2142
245 ,"Canon's secr-
ets",20 ,,Party,Babylon,,"   female
 ","Hala Wahid Ali Abbas Al-
Khaikanni",2143
245 ,"Canon's secr-
ets",21 ,,Party,Babylon,,"   female
 ","Samarwahab Hashemkadhim Al-Husaythan
Y",2144
245 ,"Canon's secr-
ets",22 ,,Party,Babylon,,"   female
 ",Israa Mazhar Obaid Ibrahim Al-Yassari,2145
245 ,"Canon's secr-
ets",23 ,,Party,Babylon,,Male,"Mushtaq Faisal Abdulsada, Al-Mansouri merchant",2146
245 ,"Canon's secr-
ets",24 ,,Party,Babylon,,Male,حيدر محمدكاظم خضير عباس المطيري,2147
245 ,"Canon's secr-
ets",25 ,,Party,Babylon,,"   female
 ","Amanni Ali Hasirn Aboud
Mazidawi",2148
245 ,"Canon's secr-
ets",26 ,,Party,Babylon,,Male,Ali Mohsen Jijdoua Al-Harni,2149
245 ,"Canon's secr-
ets",27 ,,Party,Babylon,,Male,"Adi Ali Hasirn Farman Al-
Tani",2150
245 ,"Canon's secr-
ets",28 ,,Party,Babylon,,Male,Hamid Jassim Hamza Firas Al-Dulaimiyi,2151
245 ,"Canon's secr-
ets",29 ,,Party,Babylon,,Male,"Ahmed Yasser Dhiban Ali Al-
Shafi'i",2152
245 ,"Canon's secr-
ets",30 ,,Party,Babylon,,"   female
 ",مروة محمد كاظم جابر بنوش,2153
245 ,"Canon's secr-
ets",31 ,,Party,Babylon,,Male,Hello Javad Hamzeh Aniyalnafie,2154
251 ,Rights Movement,1 ,,Party,Babylon,,Male,Sabah Kazem Shenit Khashan Al-Ajili,2155
251 ,Rights Movement,2 ,,Party,Babylon,,Male,"Ihsan Kamil Zarzib Hasiran Al-
Jumaili",2156
251 ,Rights Movement,3 ,,Party,Babylon,,Male,Razzaq Abdul-Amah Jassim Ghadhban Al-Haidari,2157
251 ,Rights Movement,4 ,,Party,Babylon,,"female
 ",Suhaila Abbas Hamza Hasirn Alkasmiyy,2158
251 ,Rights Movement,5 ,,Party,Babylon,,Male,"Thank you, Saleh Al-Khafaji",2159
251 ,Rights Movement,6 ,,Party,Babylon,,Male,"Mahmoud Hadikadhim Mohammed
Yasi",2160
251 ,Rights Movement,7 ,,Party,Babylon,,Male,"Ali Hassan Hamza Hassoun
Al-Bir Manni",2161
251 ,Rights Movement,8 ,,Party,Babylon,,"female
 ",Maysaa Abbas Haseer N Jassim Al-Mansouri,2162
251 ,Rights Movement,9 ,,Party,Babylon,,Male,"I am very sad, I am very happy",2163
251 ,Rights Movement,10 ,,Party,Babylon,,Male,"Muhammad Rasool Abdul Amir Rashid
Al-Janani",2164
