A,Name on ballot,"Candidate

Sequence",Unnamed: 3,"   Type
      Nominat-
            ion","Electoral
district",Unnamed: 6,Sex,Candidate's full name,Voter number
257 ,State of Law Coalition,47 ,,Alliance,Baghdad,,Male,Khayun Sarhan Khuraibat Al-Sayhud Waterfall,3901
257 ,State of Law Coalition,48 ,,Alliance,Baghdad,,"   female
 ",Sahar Driskzar Abbas Ati Farih,3902
257 ,State of Law Coalition,50 ,,Alliance,Baghdad,,Male,Ehsan Abdul Hassan Kazem Hassan,3903
257 ,State of Law Coalition,51 ,,Alliance,Baghdad,,Male,Taha Abdel Halata Jaithal,3904
257 ,State of Law Coalition,52 ,,Alliance,Baghdad,,"   female
 ","Nidal Haseer N Abdullah Sarr
Yif",3905
257 ,State of Law Coalition,53 ,,Alliance,Baghdad,,Male,Muhammad Khudair Dakhil Hassan Al-Hasana,3906
257 ,State of Law Coalition,54 ,,Alliance,Baghdad,,"   female
 ",Suad Jassim Mohammed Ali Al-Saadi,3907
257 ,State of Law Coalition,55 ,,Alliance,Baghdad,,Male,"Ali Abdul-Hassan Mohsen Hassoun
Al-Maliki",3908
257 ,State of Law Coalition,57 ,,Alliance,Baghdad,,Male,Adel Abdul Redha Ali Sajit Sajit,3909
257 ,State of Law Coalition,58 ,,Alliance,Baghdad,,Male,"Thaer Jassim Rasn Y
Hasirn",3910
257 ,State of Law Coalition,59 ,,Alliance,Baghdad,,Male,Haider Mutair Khalil Brisam Al-Balji,3911
257 ,State of Law Coalition,60 ,,Alliance,Baghdad,,"   female
 ","Oran Mohamed Hassern Sa-
leh",3912
257 ,State of Law Coalition,61 ,,Alliance,Baghdad,,Male,"Kazem Qasim Marboush, thank you, Al-Fawadi",3913
257 ,State of Law Coalition,62 ,,Alliance,Baghdad,,Male,Haider Mohammed Hassan Judeh Al-Yasiri,3914
257 ,State of Law Coalition,63 ,,Alliance,Baghdad,,Male,Mohammed Mutawaq Abboud Issa Al Mahdi,3915
257 ,State of Law Coalition,64 ,,Alliance,Baghdad,,"   female
 ",Janan Mohsen Zayerhouzi Al-Zubaidi,3916
257 ,State of Law Coalition,65 ,,Alliance,Baghdad,,Male,Jafardahi Matar Abbas,3917
257 ,State of Law Coalition,66 ,,Alliance,Baghdad,,"   female
 ","Ghosoun Ali Hassin and Na-
dhim Al-Rubaie",3918
257 ,State of Law Coalition,67 ,,Alliance,Baghdad,,Male,Mu'ayyad Jehamidi Muhaibis Al-Rubaieawi,3919
257 ,State of Law Coalition,68 ,,Alliance,Baghdad,,Male,"Murtazan NaseefJassim Muhammad Al-
Baldawi",3920
257 ,State of Law Coalition,69 ,,Alliance,Baghdad,,Male,Ihsan Muhammad Shanir N Abdul Karim Al-Alaq,3921
257 ,State of Law Coalition,70 ,,Alliance,Baghdad,,Male,Karim Rahman Ali Alwash Al-Maksous,3922
257 ,State of Law Coalition,71 ,,Alliance,Baghdad,,Male,Nizar Abdulsada Jassim Joda Sawaeed,3923
257 ,State of Law Coalition,72 ,,Alliance,Baghdad,,"   female
 ",Suad Jabbar Abdoun Hamza,3924
257 ,State of Law Coalition,73 ,,Alliance,Baghdad,,Male,Hassan Fawzy Shihab Ahmed Al-Mayah,3925
257 ,State of Law Coalition,74 ,,Alliance,Baghdad,,Male,Laith Furat Khadir Muhammad Al-Wasiti,3926
257 ,State of Law Coalition,75 ,,Alliance,Baghdad,,Male,Najm Abdul Janiurshed,3927
257 ,State of Law Coalition,76 ,,Alliance,Baghdad,,"   female
 ","Adila Hamoud Hasir Nakaid Sa-
lim",3928
257 ,State of Law Coalition,77 ,,Alliance,Baghdad,,Male,Ali Dhari Ali Fayyad,3929
257 ,State of Law Coalition,78 ,,Alliance,Baghdad,,Male,Barq Abdulkadhim Hamel Kamel,3930
257 ,State of Law Coalition,79 ,,Alliance,Baghdad,,Male,"Salah Jabbar Busari, Manjan, Albu
Muhammad",3931
257 ,State of Law Coalition,80 ,,Alliance,Baghdad,,"   female
 ","Fatima Kamel Hassan
Hassir Al-Safni",3932
257 ,State of Law Coalition,81 ,,Alliance,Baghdad,,Male,Safwan Qusay Abdul Halim Jassim Al-Taha,3933
257 ,State of Law Coalition,82 ,,Alliance,Baghdad,,Male,Nabil Ahmed Abdul Amir Abbas Al-Mulla,3934
257 ,State of Law Coalition,83 ,,Alliance,Baghdad,,Male,"Ahmed Taher Jabbar Kazim Al-
Rifai",3935
257 ,State of Law Coalition,84 ,,Alliance,Baghdad,,"   female
 ",Hana Jabbar Ismail Farhoud,3936
257 ,State of Law Coalition,85 ,,Alliance,Baghdad,,Male,Kazem Jujaan Shaher Al-Quraisy,3937
257 ,State of Law Coalition,86 ,,Alliance,Baghdad,,Male,Haider Khalaf Salman Abdul-Waili,3938
257 ,State of Law Coalition,87 ,,Alliance,Baghdad,,Male,Haider Khadir Abbas Hasirn,3939
257 ,State of Law Coalition,88 ,,Alliance,Baghdad,,"   female
 ",Shahad Abdul Amir Abbas,3940
257 ,State of Law Coalition,89 ,,Alliance,Baghdad,,Male,"Kamal Dhiban Ghadban Znad Al-
Qabthan Y",3941
257 ,State of Law Coalition,90 ,,Alliance,Baghdad,,Male,"Confident, comfortable, and obedi-
ent",3942
257 ,State of Law Coalition,91 ,,Alliance,Baghdad,,Male,".
Salman Laithi Bahedh Mus Al-Maliki",3943
257 ,State of Law Coalition,92 ,,Alliance,Baghdad,,"   female
 ","Nour Ali Karim Hassran Al-
Hasnawi",3944
257 ,State of Law Coalition,93 ,,Alliance,Baghdad,,Male,Firas Mohammad Reza Sadeq Mideh,3945
257 ,State of Law Coalition,94 ,,Alliance,Baghdad,,Male,Ali Kazim Qasim Salman,3946
257 ,State of Law Coalition,95 ,,Alliance,Baghdad,,Male,"Bashar Jumaa, servant of Karim Akba",3947
257 ,State of Law Coalition,96 ,,Alliance,Baghdad,,"   female
 ","Nour Abdel Karim Abdel Amir Awad
Bathin Y Mansour",3948
257 ,State of Law Coalition,97 ,,Alliance,Baghdad,,Male,Ali Amer Mastouri Abdul Amir Tayawi,3949
257 ,State of Law Coalition,98 ,,Alliance,Baghdad,,Male,Hello Obaid Shaib Kaim Al-Rukani,3950
257 ,State of Law Coalition,99 ,,Alliance,Baghdad,,Male,"Abdul Karim Faraj Muhammad Ali
Al-Bukhari",3951
257 ,State of Law Coalition,100 ,,Alliance,Baghdad,,"   female
 ","Duaa Fawzi Hamza Daoud
Al-Diwani",3952
257 ,State of Law Coalition,101 ,,Alliance,Baghdad,,Male,Saif Adel Rahim Ayal Al-Moussawi,3953
257 ,State of Law Coalition,102 ,,Alliance,Baghdad,,"   female
 ",Yaqut Hamid Yaqut Musa Al-Araji,3954
257 ,State of Law Coalition,103 ,,Alliance,Baghdad,,Male,Ahmed Brisam Salman Khamis,3955
257 ,State of Law Coalition,104 ,,Alliance,Baghdad,,"   female
 ",Taiba Abdulkadhim Hamid Badr Al-Rumaidh,3956
257 ,State of Law Coalition,105 ,,Alliance,Baghdad,,Male,"Ghassan Ali Thamerson Al-Husaythan
Y",3957
257 ,State of Law Coalition,106 ,,Alliance,Baghdad,,Male,Bakr Dari Mohsen Jabbar Issa,3958
257 ,State of Law Coalition,107 ,,Alliance,Baghdad,,Male,"Yasser N. Ahmed Abdel
Ghawi",3959
257 ,State of Law Coalition,109 ,,Alliance,Baghdad,,Male,Abbas Ali Bahedh Matar,3960
257 ,State of Law Coalition,110 ,,Alliance,Baghdad,,"   female
 ",Hamida Mutab Jassim Ali Al-Yasiri,3961
257 ,State of Law Coalition,113 ,,Alliance,Baghdad,,Male,فاضل فوزي حسيرن وتر,3962
257 ,State of Law Coalition,114 ,,Alliance,Baghdad,,Male,Qasim Sahib Karim Hammadi Al-Asadi,3963
257 ,State of Law Coalition,115 ,,Alliance,Baghdad,,Male,"Fouad Hasir Ali Nas-
ser",3964
257 ,State of Law Coalition,116 ,,Alliance,Baghdad,,"   female
 ",Suhair Abdel Samad Rashid Sultan Al-Jumaili,3965
257 ,State of Law Coalition,117 ,,Alliance,Baghdad,,Male,Haider Mohammed Lafta Dhiyab Al-Dhawahir,3966
257 ,State of Law Coalition,119 ,,Alliance,Baghdad,,Male,"
Tariq Sarhan Mohsen Ali Al-Saedi",3967
257 ,State of Law Coalition,120 ,,Alliance,Baghdad,,"   female
 ",Rana Sakban Saddam Saad Hamdi,3968
257 ,State of Law Coalition,121 ,,Alliance,Baghdad,,Male,Saif Nadeeb Abd Elaziz Mohammed El Sebae,3969
257 ,State of Law Coalition,124 ,,Alliance,Baghdad,,"   female
 ",Ghofran Abdul Mohsen Hafez,3970
257 ,State of Law Coalition,125 ,,Alliance,Baghdad,,Male,Laith Majeed Abbas Mohsen Al-Shammari,3971
257 ,State of Law Coalition,126 ,,Alliance,Baghdad,,Male,"The stubbornness of Nasser Obaid Zubaidi
Al-Husayrin",3972
257 ,State of Law Coalition,127 ,,Alliance,Baghdad,,"   female
 ",Zainab Hasirn Hassan Abbas Al-Hilaliyi,3973
257 ,State of Law Coalition,128 ,,Alliance,Baghdad,,"   female
 ",Hala Ismail Ibrahim Falih Al-Alanjawi,3974
257 ,State of Law Coalition,130 ,,Alliance,Baghdad,,Male,صلاح غالیي جبير مريوش مالكي,3975
257 ,State of Law Coalition,131 ,,Alliance,Baghdad,,Male,"Ahmed Mahmoud Mohammed Sirr YifMo-
hammed Hassan Al-Maliki",3976
257 ,State of Law Coalition,132 ,,Alliance,Baghdad,,"   female
 ","Azhar Kazem Jawad Haseer N Kh-
afaf",3977
257 ,State of Law Coalition,133 ,,Alliance,Baghdad,,"   female
 ","Hadeel Abdul-Amir Kadhim Abdul-Hassan Al-
Asadi",3978
257 ,State of Law Coalition,135 ,,Alliance,Baghdad,,Male,"Engineer Fadel Shaker Shahir N Al-
Wasiti",3979
257 ,State of Law Coalition,137 ,,Alliance,Baghdad,,"   female
 ","Israa SamirAbdAliAbdAlHasirN AlJashm
یي",3980
259 ,"National Depth Allia-
nce",1 ,,Alliance,Baghdad,,Male,Khaled Obaid Jazea Ali Al-Asadi,3981
259 ,"National Depth Allia-
nce",2 ,,Alliance,Baghdad,,Male,Hasir N       Abbas Maktouf Jimajdi,3982
259 ,"National Depth Allia-
nce",3 ,,Alliance,Baghdad,,Male,Engineer Mahmoud Awad Wadi Al-Bawi,3983
259 ,"National Depth Allia-
nce",4 ,,Alliance,Baghdad,,"   female
 ",Ban Samirshahab Ahmed,3984
259 ,"National Depth Allia-
nce",5 ,,Alliance,Baghdad,,Male,Haider Aboud Jarallah Taherasadi,3985
259 ,"National Depth Allia-
nce",6 ,,Alliance,Baghdad,,Male,Ali Hassan Sayhoud Shalal,3986
259 ,"National Depth Allia-
nce",7 ,,Alliance,Baghdad,,Male,Haider Ali Amir Abdul Amir,3987
259 ,"National Depth Allia-
nce",8 ,,Alliance,Baghdad,,"   female
 ","Share with Naji Falih Hasir N       Al-
Saadi",3988
259 ,"National Depth Allia-
nce",9 ,,Alliance,Baghdad,,Male,حسن هادي اوشيح خليفة,3989
259 ,"National Depth Allia-
nce",10 ,,Alliance,Baghdad,,Male,Ayad Nouri Jassim Poisons Al-Bouali,3990
259 ,"National Depth Allia-
nce",11 ,,Alliance,Baghdad,,Male,Jaafar Eidankomrasalam Al-Maksousi,3991
259 ,"National Depth Allia-
nce",12 ,,Alliance,Baghdad,,"   female
 ","Hind Shawfari Salman
Mahdi Al-Azzawi",3992
259 ,"National Depth Allia-
nce",13 ,,Alliance,Baghdad,,"   female
 ","Hiba Hasir N       Ali Amir
N Sultani",3993
259 ,"National Depth Allia-
nce",14 ,,Alliance,Baghdad,,Male,Amer Saleh Sultan Harez Al-Saadi,3994
259 ,"National Depth Allia-
nce",15 ,,Alliance,Baghdad,,Male,Raad Dawood Salman Mohammed,3995
259 ,"National Depth Allia-
nce",16 ,,Alliance,Baghdad,,"   female
 ",Hind Noman Aziz Hamid Al-Bayanri,3996
259 ,"National Depth Allia-
nce",17 ,,Alliance,Baghdad,,Male,Abdul Karim Jassim Karim Farhan,3997
259 ,"National Depth Allia-
nce",18 ,,Alliance,Baghdad,,Male,"Abdul Rahman Ghali Nasser Ha-
sir N  Nasser",3998
259 ,"National Depth Allia-
nce",19 ,,Alliance,Baghdad,,Male,"Ammar Jass.im Mohammed
Shabanni Al-Zaidi",3999
259 ,"National Depth Allia-
nce",20 ,,Alliance,Baghdad,,Male,Rayan Riyadh Subaih Ismail Al-Rahawi,4000
259 ,"National Depth Allia-
nce",21 ,,Alliance,Baghdad,,Male,Aqil Muhammad Hamoudi Saleh Makkia,4001
259 ,"National Depth Allia-
nce",22 ,,Alliance,Baghdad,,Male,Ahmed Hassan Hamadi Hassan Al-Fayyad,4002
259 ,"National Depth Allia-
nce",23 ,,Alliance,Baghdad,,Male,"Ali Malik Shabib Has-
san",4003
259 ,"National Depth Allia-
nce",25 ,,Alliance,Baghdad,,Male,      Nabil Khalil Ibrahim Attia,4004
259 ,"National Depth Allia-
nce",26 ,,Alliance,Baghdad,,"   female
 ","  Amal Jaafar Ali Haseer N Al-
                      Alak",4005
259 ,"National Depth Allia-
nce",27 ,,Alliance,Baghdad,,Male, Ali Talib Hatem Ali Al-Sudani,4006
259 ,"National Depth Allia-
nce",28 ,,Alliance,Baghdad,,Male,       Diaa Hamid Badan Jari Al-Bounasser,4007
259 ,"National Depth Allia-
nce",29 ,,Alliance,Baghdad,,"   female
 ","  Hanan Ibrahim Attia Hasir N
                     Al-Khazaali",4008
259 ,"National Depth Allia-
nce",30 ,,Alliance,Baghdad,,Male,"Yasser Hazem Jawad Kazim Al-
Janani",4009
259 ,"National Depth Allia-
nce",31 ,,Alliance,Baghdad,,"   female
 ","May Rajabbe with you, Murad",4010
259 ,"National Depth Allia-
nce",32 ,,Alliance,Baghdad,,Male,Ayad Mahmoud Hajim Sultan Al-Tamimi,4011
259 ,"National Depth Allia-
nce",33 ,,Alliance,Baghdad,,Male,"Muhammad Abdul-Kadhim Abdul-Hasir
N       Bakhit Al-Gharani",4012
259 ,"National Depth Allia-
nce",34 ,,Alliance,Baghdad,,Male,Jamal Kamal Ahmed Mohammed Al-Rawi,4013
259 ,"National Depth Allia-
nce",35 ,,Alliance,Baghdad,,Male,"Haider Qasim Abdul Amir Hassan
Al-Kanani",4014
259 ,"National Depth Allia-
nce",36 ,,Alliance,Baghdad,,"   female
 ",Shaza Abdullah Aliwi Nasser Al-Hilli,4015
259 ,"National Depth Allia-
nce",37 ,,Alliance,Baghdad,,Male,Dawood Salman Ibrahim Abbas Al-Tamimi,4016
259 ,"National Depth Allia-
nce",38 ,,Alliance,Baghdad,,"   female
 ",Deema Mahmoud Ismail Khalil Al-Jouta Ji,4017
259 ,"National Depth Allia-
nce",39 ,,Alliance,Baghdad,,Male,Hatem Abdelkitan Sabah Al-Boukmar,4018
259 ,"National Depth Allia-
nce",40 ,,Alliance,Baghdad,,"   female
 ","Rasha Mender Rasha Karam Mahmoud Ha-
loub",4019
259 ,"National Depth Allia-
nce",41 ,,Alliance,Baghdad,,Male,Rawaa Rashid Nemah Halil Al-Saeedi,4020
259 ,"National Depth Allia-
nce",42 ,,Alliance,Baghdad,,Male,Khaled Nasser Raheef Majoud Makasees,4021
259 ,"National Depth Allia-
nce",43 ,,Alliance,Baghdad,,Male,Hassan Jasm Kazem Saleh Al-Jaberi,4022
259 ,"National Depth Allia-
nce",44 ,,Alliance,Baghdad,,"   female
 ",Rana Ahmed Abdelaziz Ahmed Al-Mohammadawi,4023
259 ,"National Depth Allia-
nce",45 ,,Alliance,Baghdad,,Male,Sajjad Ya'rab Fadhel Abbas Al-Quraisi,4024
259 ,"National Depth Allia-
nce",46 ,,Alliance,Baghdad,,Male,"Zaid Abbas Hassoun Ali Al-
Thaithan Y",4025
259 ,"National Depth Allia-
nce",47 ,,Alliance,Baghdad,,Male,Ghalib Hamid Abdul Sultan Al-Azzawi,4026
259 ,"National Depth Allia-
nce",48 ,,Alliance,Baghdad,,"   female
 ",Arwa Kamel Abdullah Salim Al-Qaisi,4027
259 ,"National Depth Allia-
nce",49 ,,Alliance,Baghdad,,Male,Khaled Abdulkhaliq Ali Maji Al-Rubaie,4028
259 ,"National Depth Allia-
nce",50 ,,Alliance,Baghdad,,Male,Ammar Sabih Shuwai'i Badr Al-Aqani,4029
259 ,"National Depth Allia-
nce",51 ,,Alliance,Baghdad,,Male,"Rashid Hamid Sarr Mot Khalaf
Al-Dulaimi",4030
259 ,"National Depth Allia-
nce",52 ,,Alliance,Baghdad,,"   female
 ","Alaa Hassan Sirr Y Mohsen Al Ba-
dri",4031
259 ,"National Depth Allia-
nce",53 ,,Alliance,Baghdad,,Male,Alaa Rahim Hamid Bustan Al-Muhammadawi,4032
259 ,"National Depth Allia-
nce",54 ,,Alliance,Baghdad,,"   female
 ",The fruits of Riyadh Abdul Amir Jaber Al-Mazloum,4033
259 ,"National Depth Allia-
nce",55 ,,Alliance,Baghdad,,Male,"Safaa Khalil Ibrahim Raad Al-Husaythan
Y",4034
259 ,"National Depth Allia-
nce",57 ,,Alliance,Baghdad,,Male,Younis Ali Al-Fatt Salim,4035
259 ,"National Depth Allia-
nce",58 ,,Alliance,Baghdad,,Male,Ahmed Mohammed Ayal Sael Al Shamri,4036
259 ,"National Depth Allia-
nce",59 ,,Alliance,Baghdad,,Male,Adnan Juma Fayyad Yasir N        Al-Sakukiyi,4037
259 ,"National Depth Allia-
nce",60 ,,Alliance,Baghdad,,Male,Athal Ahmed Abdul Redha Mohammed Al-Dahkha,4038
259 ,"National Depth Allia-
nce",61 ,,Alliance,Baghdad,,Male,Ghassan Hamid Douhan Farhan Al-Maamouri,4039
259 ,"National Depth Allia-
nce",62 ,,Alliance,Baghdad,,Male,Abdullah Tariq Talib Muhammad Al-Nassir Y,4040
259 ,"National Depth Allia-
nce",63 ,,Alliance,Baghdad,,Male,Ahmed Jamal Marjan Abdul Amir Al-Tamimi,4041
259 ,"National Depth Allia-
nce",64 ,,Alliance,Baghdad,,"   female
 ",Asmaa Khamis Saleh Faraj Al-Mohammadi,4042
259 ,"National Depth Allia-
nce",65 ,,Alliance,Baghdad,,Male,"Nimir Abdul-Jabbar Fadhel Moh-
sen Al-Bir Manni",4043
259 ,"National Depth Allia-
nce",66 ,,Alliance,Baghdad,,Male,Taherjikadhim Ali al-Moussawi,4044
259 ,"National Depth Allia-
nce",67 ,,Alliance,Baghdad,,Male,Jawad Kazem Nemah Nasser Al-Fatlawi,4045
259 ,"National Depth Allia-
nce",68 ,,Alliance,Baghdad,,"   female
 ","Mayassa Muwaffaq Abdul Karim Taw-
fiq Al-Bayanri",4046
259 ,"National Depth Allia-
nce",69 ,,Alliance,Baghdad,,Male,Majed Boutros Daoud Majoushia,4047
259 ,"National Depth Allia-
nce",70 ,,Alliance,Baghdad,,"   female
 ","Lamis Saadi Mahmoud, lover of my
life",4048
259 ,"National Depth Allia-
nce",71 ,,Alliance,Baghdad,,Male,"Haider Hashim Mohammed Obaid
Al-Akeili",4049
259 ,"National Depth Allia-
nce",72 ,,Alliance,Baghdad,,"   female
 ",Jahil Tarish Al-Khalidi passed by me,4050
259 ,"National Depth Allia-
nce",73 ,,Alliance,Baghdad,,Male,Sadiq Abdullah Khadirghin Al-Muhyawi,4051
259 ,"National Depth Allia-
nce",74 ,,Alliance,Baghdad,,"   female
 ",Victory Hassanni Saeed Taama Al-Naeemiyi,4052
259 ,"National Depth Allia-
nce",75 ,,Alliance,Baghdad,,Male,Faeq Khalaf Jafarhi Al-Shamousi,4053
259 ,"National Depth Allia-
nce",76 ,,Alliance,Baghdad,,Male,Ali Kazem Ali Nour Al-Araji,4054
259 ,"National Depth Allia-
nce",77 ,,Alliance,Baghdad,,Male,Ahmed Abbas Hasirn Abdul Daraji,4055
259 ,"National Depth Allia-
nce",79 ,,Alliance,Baghdad,,Male,Ali Nimah Muhammad Aifan Al-Mahaweli,4056
259 ,"National Depth Allia-
nce",80 ,,Alliance,Baghdad,,"   female
 ",Salama Abdulhassin Sankur Hassin Al-Wandawi,4057
259 ,"National Depth Allia-
nce",81 ,,Alliance,Baghdad,,Male,"Laith Muhammad Ali Yazm Sawala Al-
Awsi",4058
259 ,"National Depth Allia-
nce",82 ,,Alliance,Baghdad,,Male,Thamer Youssef Hamadi Omar Al-Attiyah,4059
259 ,"National Depth Allia-
nce",83 ,,Alliance,Baghdad,,Male,"Ahmed Sami Abdullah Ali Al-
Juwaithan Y",4060
259 ,"National Depth Allia-
nce",84 ,,Alliance,Baghdad,,Male,"Saif Abdul Razzaq Haseer N Muhammad Ali Al Sheikh Haseer
N",4061
259 ,"National Depth Allia-
nce",85 ,,Alliance,Baghdad,,"   female
 ",Ban Abbas Haseer N Abdul Daraji,4062
259 ,"National Depth Allia-
nce",86 ,,Alliance,Baghdad,,Male,Saad SamiNaji Abdul Khafaji,4063
259 ,"National Depth Allia-
nce",87 ,,Alliance,Baghdad,,Male,Mohammed Abdul Qader Saleh Qaddouri Al-Ubaidi,4064
259 ,"National Depth Allia-
nce",88 ,,Alliance,Baghdad,,"   female
 ","Weam Qasim Abdul Abbas Abdul Redha
Al Shabanni",4065
259 ,"National Depth Allia-
nce",89 ,,Alliance,Baghdad,,Male,Aqeel Mohammed Falih Hassan Al-Akeili,4066
259 ,"National Depth Allia-
nce",90 ,,Alliance,Baghdad,,Male,"Muhammad Jawad Hamid
Rasn Y",4067
259 ,"National Depth Allia-
nce",92 ,,Alliance,Baghdad,,"   female
 ",Oran Naim Muhammad Naim Al-Zaidi,4068
259 ,"National Depth Allia-
nce",93 ,,Alliance,Baghdad,,Male,Sabah Ahmed Abbas Jassim,4069
259 ,"National Depth Allia-
nce",94 ,,Alliance,Baghdad,,Male,Sadiq Karim Kazim Mushir Shafi'i,4070
259 ,"National Depth Allia-
nce",95 ,,Alliance,Baghdad,,Male,Riyadh Kazim Mahshji Al-Aliawi,4071
259 ,"National Depth Allia-
nce",96 ,,Alliance,Baghdad,,"   female
 ",سناء ترکیي تدخین عني,4072
259 ,"National Depth Allia-
nce",97 ,,Alliance,Baghdad,,Male,Ali Abdel Ali Trad Akmoush Al-Gharibawi,4073
259 ,"National Depth Allia-
nce",98 ,,Alliance,Baghdad,,Male,Jihassan Najm Abdullah Al-Atani,4074
259 ,"National Depth Allia-
nce",99 ,,Alliance,Baghdad,,Male,Maytham Hassan Jassim Shalash Zubaidi,4075
259 ,"National Depth Allia-
nce",100 ,,Alliance,Baghdad,,"   female
 ",Maha Star Mahmoud Jawad Al-Anbaki,4076
259 ,"National Depth Allia-
nce",102 ,,Alliance,Baghdad,,Male,Falah Abdul Hassan Mahorshozi Al-Jadri,4077
259 ,"National Depth Allia-
nce",103 ,,Alliance,Baghdad,,Male,Mohammed Karim Jassim Breim,4078
259 ,"National Depth Allia-
nce",104 ,,Alliance,Baghdad,,"   female
 ",Roqaya Samir Abdel Mohammed,4079
259 ,"National Depth Allia-
nce",105 ,,Alliance,Baghdad,,Male,"Muhammad Abbas Abdul-Hasir N. Kh-
udair Al-Rufai",4080
259 ,"National Depth Allia-
nce",106 ,,Alliance,Baghdad,,Male,"Ali Haseer N Mohammed Ha-
seer N Al-Sabahi",4081
259 ,"National Depth Allia-
nce",108 ,,Alliance,Baghdad,,Male,Hazem Hadi Dhiban Mous Al-Dawri,4082
259 ,"National Depth Allia-
nce",109 ,,Alliance,Baghdad,,"   female
 ","Ebtihal Abdelhassin Arhimah Sub-
han",4083
259 ,"National Depth Allia-
nce",110 ,,Alliance,Baghdad,,"   female
 ",Hoda Jabbar Abdul Abbas Al-Hasnawi,4084
259 ,"National Depth Allia-
nce",111 ,,Alliance,Baghdad,,Male,Abdul Aziz Udayd Izzat Hamad Al-Mashhadani,4085
259 ,"National Depth Allia-
nce",112 ,,Alliance,Baghdad,,"   female
 ",Khawla Alawi Saleh Salman,4086
259 ,"National Depth Allia-
nce",113 ,,Alliance,Baghdad,,"   female
 ",Rana Hasir Abdul Jabbar Awiz Al Ameri,4087
259 ,"National Depth Allia-
nce",114 ,,      Alliance,Baghdad,,"   female
 ",Wafaa Salem Barak Mohsen Al Mohsen,4088
259 ,"National Depth Allia-
nce",115 ,,      Alliance,Baghdad,,Male,عبدالامير وهاب احمد اعمارخ رديلىي,4089
259 ,"National Depth Allia-
nce",116 ,,      Alliance,Baghdad,,"   female
 ",Marwa Majed Abdulhasir Nakadhim Al-Shaji,4090
259 ,"National Depth Allia-
nce",117 ,,      Alliance,Baghdad,,Male,انمار عبدالعالیي حسن طارش الكرعاوي,4091
259 ,"National Depth Allia-
nce",118 ,,      Alliance,Baghdad,,"   female
 ",رؤى مازن عبدالوهاب مردان,4092
259 ,"National Depth Allia-
nce",119 ,,      Alliance,Baghdad,,Male,Haider Saeb Talib Dawood,4093
259 ,"National Depth Allia-
nce",120 ,,      Alliance,Baghdad,,"   female
 ",Victory Attia Alwan Hasir N       Al-Hadrawi,4094
259 ,"National Depth Allia-
nce",121 ,,      Alliance,Baghdad,,Male,Aqil Abdul Karim Lafta Hashim,4095
259 ,"National Depth Allia-
nce",122 ,,      Alliance,Baghdad,,"   female
 ",Faten Saleh Grosserhan,4096
259 ,"National Depth Allia-
nce",123 ,,      Alliance,Baghdad,,Male,Adi Ayada Jassim Hammadi Al-Mashhadani,4097
259 ,"National Depth Allia-
nce",124 ,,      Alliance,Baghdad,,"   female
 ",Suhair Khaled Abdul Amir Mahdi Al-Azzawi,4098
259 ,"National Depth Allia-
nce",125 ,,      Alliance,Baghdad,,"   female
 ",Noha Shaker Abdul Jassim Al-Miyaji,4099
