A,Name on ballot,"Candidate

Sequence",Unnamed: 3,"   Type
      Nominat-
            ion","Electoral
district",Unnamed: 6,Sex,Candidate's full name,Voter number
261,شعبنا جبهة / Our people's front,   1 ,,Party,Erbil,,"   female
 ",Zinomohamed Ismail Hasirn,49
261,شعبنا جبهة / Our people's front,   2 ,,Party,Erbil,,Male,Kamal Sabriabeh Ismail,50
261,شعبنا جبهة / Our people's front,   3 ,,Party,Erbil,,"   female
 ","Because he is fair, rational and capable",51
261,شعبنا جبهة / Our people's front,   4 ,,Party,Erbil,,Male,Abdulkhaliq Kamal Rasool Ahmed,52
268,Iraqi Turkmen Front,   1 ,,Party,Erbil,,Male,Barwa Omar Rasul Hamd,53
268,Iraqi Turkmen Front,   2 ,,Party,Erbil,,Male,Majed Abdullah Suleiman Rasool,54
268,Iraqi Turkmen Front,   3 ,,Party,Erbil,,"   female
 ",Ibtisam Asaad Majeed Sheikha Al-Qassab,55
268,Iraqi Turkmen Front,4 ,,Party,Erbil,,"   female
 ",Wafaa Fadel Lotfy Bakr Al-Bayanri,56
268,Iraqi Turkmen Front,5 ,,Party,Erbil,,Male,Abdul Bari Omid Girgis Abbas,57
275,"Kurdistan Democratic Pa-
rner",1 ,,Party,Erbil,,Male,Ribwarhadi Abdul Rahman is my friend.,58
275,"Kurdistan Democratic Pa-
rner",2 ,,Party,Erbil,,"   female
 ",Avista Mam Yahrith Osman Omarjaf,59
275,"Kurdistan Democratic Pa-
rner",3 ,,Party,Erbil,,Male,Ahmed Nathi Ismail Saleh Mazuri,60
275,"Kurdistan Democratic Pa-
rner",4 ,,Party,Erbil,,Male,Ayub Sabir Hassan Mohammad Lali,61
275,"Kurdistan Democratic Pa-
rner",5 ,,Party,Erbil,,Male,Bayza Ismail Asad Hasir N Zarari,62
275,"Kurdistan Democratic Pa-
rner",6 ,,Party,Erbil,,"   female
 ","    Good news, Karim Hamad Amir N Muhammad Qarah-
                                                 sanj",63
275,"Kurdistan Democratic Pa-
rner",7 ,,Party,Erbil,,"   female
 ","  Chaiman Babakar Muhammad
                     Zubair",64
275,"Kurdistan Democratic Pa-
rner",8 ,,Party,Erbil,,"   female
 ",Jimen Hasir N Aziz Rasool,65
275,"Kurdistan Democratic Pa-
rner",9 ,,Party,Erbil,,Male,"      Dear brother-in-law, Kore Khan Harki",66
275,"Kurdistan Democratic Pa-
rner",10 ,,Party,Erbil,,Male,     Khalil Ibrahim Khalid Rasool,67
275,"Kurdistan Democratic Pa-
rner",11 ,,Party,Erbil,,Male,"   Dana R. Abdul Ghaffar Aziz Mam
                            Fafr",68
275,"Kurdistan Democratic Pa-
rner",12 ,,Party,Erbil,,Male, Delavar Jawhar Ahmed Rasool,69
275,"Kurdistan Democratic Pa-
rner",13 ,,Party,Erbil,,Male,      Deloufan Mohammad Fateh Jalal Taha,70
275,"Kurdistan Democratic Pa-
rner",14 ,,Party,Erbil,,Male," Razi Saleh Ahmad Ma Fa-
                     far",71
275,"Kurdistan Democratic Pa-
rner",15 ,,Party,Erbil,,"   female
 ",رێناز نجم الدين مجي الدين ملاشيخ برزنجي,72
275,"Kurdistan Democratic Pa-
rner",16 ,,Party,Erbil,,"   female
 ","   Sakargazi Mohammad Ali Hamd-
                       amiren",73
275,"Kurdistan Democratic Pa-
rner",17 ,,Party,Erbil,,Male,"Ambassador Yasser Mohammad
   Amir and Malashikh Khilani",74
275,"Kurdistan Democratic Pa-
rner",18 ,,Party,Erbil,,Male,"  Siban Azizhaddokhdar Sher
                   Wann",75
275,"Kurdistan Democratic Pa-
rner",19 ,,Party,Erbil,,Male,Sir Van Arab Sadeq Khozansian,76
275,"Kurdistan Democratic Pa-
rner",20 ,,Party,Erbil,,Male,"  Zahir Mohammad Ali Hassan
          Mohammad Khilani",77
275,"Kurdistan Democratic Pa-
rner",21 ,,Party,Erbil,,Male,Ali Khalis Javad Marouf Barzanj,78
275,"Kurdistan Democratic Pa-
rner",22 ,,Party,Erbil,,Male,Omar Hamza Saleh Mouloudagh Lali,79
275,"Kurdistan Democratic Pa-
rner",23 ,,Party,Erbil,,Male,    Imran Ham Ahmed Ham,80
275,"Kurdistan Democratic Pa-
rner",24 ,,Party,Erbil,,Male,Farhad Oula Ahmad Mustafa Khayat,81
275,"Kurdistan Democratic Pa-
rner",25 ,,Party,Erbil,,Male,The goat is born of a lioness.,82
275,"Kurdistan Democratic Pa-
rner",26 ,,Party,Erbil,,"   female
 ",       The story of Ibrahim Abdurrahman Bayezidzehni,83
275,"Kurdistan Democratic Pa-
rner", 27 ,,Party,Erbil,,Male,Muhammad Abdulaziz Khan Odol Rashid Baradost,84
275,"Kurdistan Democratic Pa-
rner", 28 ,,Party,Erbil,,Male,"Mehdi Amir, Abdullah Amir, Harki",85
275,"Kurdistan Democratic Pa-
rner", 29 ,,Party,Erbil,,Male,Nader Hamad Hassan Balaki Foundation,86
275,"Kurdistan Democratic Pa-
rner", 30 ,,Party,Erbil,,"   female
 ",Hozan Ismail Arif Ghafoor,87
278,Kurdistan Islamic Union,   1 ,,Party,Erbil,,Male,Osama Jamil on Bir Daoud,88
278,Kurdistan Islamic Union,   2 ,,Party,Erbil,,Male,"Zuhair Muhammad Amir N Ras-
hid Khadn Kamla",89
278,Kurdistan Islamic Union,   3 ,,Party,Erbil,,Male,Houjin Mushir Omar Hamid,90
278,Kurdistan Islamic Union,   4 ,,Party,Erbil,,"   female
 ",Beautiful Ahmed Ali Qader,91
285,Kurdistan Justice Group / Iraq,   1 ,,Party,Erbil,,Male,"Muhammad Haseer N Majeed Abdullah Shawan
Raaber",92
285,Kurdistan Justice Group / Iraq,   2 ,,Party,Erbil,,Male,"Omid Mustafan Abdullah Mus-
tafan",93
285,Kurdistan Justice Group / Iraq,   3 ,,Party,Erbil,,Male,"Ahmed Sufni Hamid
Ismail",94
285,Kurdistan Justice Group / Iraq,   4 ,,Party,Erbil,,"   female
 ",   Chnarjallkhut Obaid Latif,95
285,Kurdistan Justice Group / Iraq,   5 ,,Party,Erbil,,"   female
 ",   Janie Arif Haji Ashour,96
288,New generation,   1 ,,Party,Erbil,,Male,Kawa Abdul Qadir Hassan Ali,97
288,New generation,   2 ,,Party,Erbil,,"   female
 ",Vian Abdulaziz Abdulrahman Mohammed Al-Kulli,98
288,New generation,   3 ,,Party,Erbil,,Male,The beauty of the newborn Osman Karim,99
288,New generation,   4 ,,Party,Erbil,,Male,Hozan Ahmed Omar Mahmoud,100
288,New generation,   5 ,,Party,Erbil,,"   female
 ",Lafe Shaho Hyder Mahmoud,101
288,New generation,   6 ,,Party,Erbil,,"   female
 ","Roshana Rafiq Hamma Amirin Has-
san",102
288,New generation,   7 ,,Party,Erbil,,Male,"Hendren Farouk Hassrin Has-
san",103
288,New generation,   8 ,,Party,Erbil,,Male,Ehsan Muhammad Baram Osman,104
317,Acoupcrecouracoup,   1 ,,"Pe-
rson",Erbil,,Male,   Akobakrikorakob Harition Matlayi,105
332,Heba Al-Qas,   1 ,,"Pe-
rson",Erbil,,"   female
 ",   Heba Gerges Abdel Ahad Khoshouqos,106
336,Cold War Ughna,   1 ,,"Pe-
rson",Erbil,,Male,Chaldormuzi Hormizdabwaghna,107
342,Thaera Youssef Aziz,   1 ,,"Pe-
rson",Erbil,,"   female
 ",Thaira Youssef Aziz Saliwa Blender,108
205,Anbar is our identity,   1 ,,Alliance,Anbar,,Male,Adel Khamis Abdul Latif Fadel Al-Mahlawi,109
205,Anbar is our identity,   2 ,,Alliance,Anbar,,Male,Ghazi Abdul Fayyad Al-Shajlawi plows,110
205,Anbar is our identity,   3 ,,Alliance,Anbar,,Male,اكرم عبد مخلف صالح  العسافني,111
205,Anbar is our identity,4 ,,Alliance,Anbarنني,,السلاMيale ترکی,احمد رشید خلف,112
205,Anbar is our identity,5 ,,Alliance,Anbar,,Male,"   Mohammed Muhand Jassim
    Mohammed Amir N Al-Anani",113
205,Anbar is our identity,6 ,,Alliance,Anbar,,Male,"Ahmed Hamid Sarrar Free
Farhan Al-Alwani",114
205,Anbar is our identity,7 ,,Alliance,Anbar,,Male,Burhan Nasser Mohammed Fahd Al-Nimrawi,115
205,Anbar is our identity,8 ,,Alliance,Anbar,,Male,Sadiq Jamil Muzhar Hamad Jalibawi,116
205,Anbar is our identity,9 ,,Alliance,Anbar,,Male,Adi Muhammad Muajjal Mukhlif Al-Suwaidawi,117
205,Anbar is our identity,10 ,,Alliance,Anbar,,Male,Khaled Abdullah Mahna Sayah Al-Obaidi,118
205,Anbar is our identity,11 ,,Alliance,Anbar,,Male,Jassim Mohammed Asal Abdul-Aissawi,119
205,Anbar is our identity,12 ,,Alliance,Anbar,,Male,"    Shaker Mahmoud Obaid Haseer N Al-
                            Issawi",120
205,Anbar is our identity,13 ,,Alliance,Anbar,,Male,Imad Mashal Sahn Abdul Aziz Al-Burisha,121
205,Anbar is our identity,14 ,,Alliance,Anbar,,Male,Diaa Jaber Mahdi Barak Al-Khalifaoui,122
205,Anbar is our identity,15 ,,Alliance,Anbar,,Male,Thamer Hamid Farhan Hamid Al-Julaibawi,123
205,Anbar is our identity,16 ,,Alliance,Anbar,,Male,Mandhir Ahmed Abdul Hamad Al-Faraji,124
205,Anbar is our identity,17 ,,Alliance,Anbar,,Male,"Abdul Wahid Khalaf recorded Hasir
N Al-Janani",125
205,Anbar is our identity,18 ,,Alliance,Anbar,,Male,Rahim Khaled Aliwi الكرغولیي رمان,126
205,Anbar is our identity,19 ,,Alliance,Anbar,,Male,Issa Ali Aday Jader Al-Mohammadi,127
205,Anbar is our identity,20 ,,Alliance,Anbar,,Male,Tariq Youssef Mohammed Asal Al-Dhiyani,128
205,Anbar is our identity,21 ,,Alliance,Anbar,,"female
 ","     Names of Osama Abdul Rah-
           man Obaid Al-Anani",129
205,Anbar is our identity,22 ,,Alliance,Anbar,,"female
 ","    Hadeel Khalaf Saleh Askar Al-
                      Hardani",130
205,Anbar is our identity,23 ,,Alliance,Anbar,,"female
 "," Ibtisam Muhammad Darb KhalafAl-
                         Lahithi",131
205,Anbar is our identity,24 ,,Alliance,Anbar,,Male,Dirasim Muawiyah Baha al-Din al-Khatib,132
205,Anbar is our identity,25 ,,Alliance,Anbar,,"female
 ","Shaima Mahfouz Raad Ma-
       tar Al-Ghassanani",133
205,Anbar is our identity,26 ,,Alliance,Anbar,,"female
 ","Alaa Barakat Shaker Sirr
Yif",134
205,Anbar is our identity,27 ,,Alliance,Anbar,,"female
 ",Hadeel Khalil Ismail Jassim Al-Mohammadi,135
205,Anbar is our identity,28 ,,Alliance,Anbar,,"female
 ","Amal Ayesh Hamoud Hassan
Al-Anani",136
205,Anbar is our identity,29 ,,Alliance,Anbar,,"female
 ",Arej Sami Muajjal Salem Al-Mohammadi,137
205,Anbar is our identity,30 ,,Alliance,Anbar,,Male,Ahmed Hamid Ali Kharmit Al-Abdelii,138
221,"National Sovereignty Alliance - Le-
gislation",1 ,,Alliance,Anbar,,Male,Salem Matar Abdul Hassan Al-Issawi,139
221,"National Sovereignty Alliance - Le-
gislation",2 ,,Alliance,Anbar,,Male,فهد مشعان ترکیي راشد الدليمیي,140
221,"National Sovereignty Alliance - Le-
gislation",3 ,,Alliance,Anbar,,Male,Ahmed Nayef Rashid Saleh Al-Dulaimiyi,141
221,"National Sovereignty Alliance - Le-
gislation",4 ,,Alliance,Anbar,,Male,"Ihsan Abdel Hamid Khalaf
Rathi' Al-Asafni",142
221,"National Sovereignty Alliance - Le-
gislation",5 ,,Alliance,Anbar,,Male,"Junaid Muhammad Abdul Karim Abdul Qadir Al-Kasin
N An",143
221,"National Sovereignty Alliance - Le-
gislation",6 ,,Alliance,Anbar,,Male,Student Abdul Wahid Dhiyab Kharbit Al-Kharbit,144
221,"National Sovereignty Alliance - Le-
gislation",7 ,,Alliance,Anbar,,Male,Muhammad Attia Shadhan Atwi Al-Fahdawi,145
221,"National Sovereignty Alliance - Le-
gislation",8 ,,Alliance,Anbar,,"   female
 ",Areej Haseer N Aliwi KhalafAl-Jumaili,146
221,"National Sovereignty Alliance - Le-
gislation",9 ,,Alliance,Anbar,,Male,Qasim Muhammad Natah Muhammad Kalibawi,147
221,"National Sovereignty Alliance - Le-
gislation",10 ,,Alliance,Anbar,,Male,Waqas Adnan Hamid Abdul Latif Dala Ali,148
221,"National Sovereignty Alliance - Le-
gislation",11 ,,Alliance,Anbar,,"   female
 ",Nahla Hamad Abdul Saleh Al-Rawi,149
221,"National Sovereignty Alliance - Le-
gislation",12 ,,Alliance,Anbar,,"   female
 ",Najat Sayer Muhanna Sayah Al-Abidi,150
221,"National Sovereignty Alliance - Le-
gislation",13 ,,Alliance,Anbar,,Male,"Khaled Hamad Suleiman Hamad Da-
limi",151
221,"National Sovereignty Alliance - Le-
gislation",14 ,,Alliance,Anbar,,Male,Jamal Abdul Salam Obaid Salem Al-Kubaisi,152
221,"National Sovereignty Alliance - Le-
gislation",15 ,,Alliance,Anbar,,"   female
 ",Arej Nabil Farhan Abdul Hadithi,153
221,"National Sovereignty Alliance - Le-
gislation",16 ,,Alliance,Anbar,,Male,Qayd Abd Darak Hadid Al Hadid,154
221,"National Sovereignty Alliance - Le-
gislation",17 ,,Alliance,Anbar,,Male,"Ayad Nazim Jassim Hammadi Al-
Alwani",155
221,"National Sovereignty Alliance - Le-
gislation",18 ,,Alliance,Anbar,,Male,Omar Abdullah Jalal Mukhlif Al-Faraji,156
221,"National Sovereignty Alliance - Le-
gislation",19 ,,Alliance,Anbar,,Male,Nihad Faisal Atallah Abbas Al-Amiri,157
221,"National Sovereignty Alliance - Le-
gislation",20 ,,Alliance,Anbar,,Male,"Abdulrahman Jiyad Thuwaythin Y Hadid
Al-Muhammadi",158
221,"National Sovereignty Alliance - Le-
gislation",21 ,,Alliance,Anbar,,Male,"Dhiyab Mashhour Hamid Dhiyab
Al-Salmanani",159
221,"National Sovereignty Alliance - Le-
gislation",22 ,,Alliance,Anbar,,Male,Nahed Munther Abd Hamoud Al-Amri,160
221,"National Sovereignty Alliance - Le-
gislation",23 ,,Alliance,Anbar,,Male,"Ahmed Saleh Haseer N Hamad Al-
Zawi",161
221,"National Sovereignty Alliance - Le-
gislation",24 ,,Alliance,Anbar,,Male,Ibrahim Zghitoun Jaloub Dakhil Al-Mohammadi,162
221,"National Sovereignty Alliance - Le-
gislation",25 ,,Alliance,Anbar,,"   female
 ",Noufa Madji Hamdi Ibrahim Al-Hardani,163
221,"National Sovereignty Alliance - Le-
gislation",26 ,,Alliance,Anbar,,"   female
 ",Wafaa Hamid Khalaf Sunaid Al Shamri,164
221,"National Sovereignty Alliance - Le-
gislation",27 ,,Alliance,Anbar,,"   female
 ","Minarets on the waterfall of Shihan Al-
Suwaidawi",165
221,"National Sovereignty Alliance - Le-
gislation",28 ,,Alliance,Anbar,,"   female
 ",Sabreen Hamid Wardi Shabib Al-Jalabawi,166
221,"National Sovereignty Alliance - Le-
gislation",29 ,,Alliance,Anbar,,Male,Ayad MukhlefAyed Tais Al-Julaibawi,167
221,"National Sovereignty Alliance - Le-
gislation", 30 ,,      Alliance,Anbar,,Male,Majeed Hamid Jassim Mohammed Al-Issawi,168
236,Al-Omran Party,1 ,,Party,Anbar,,"   female
 ",Maha Madroug Khalifa Hamad Al-Obaidi,169
236,Al-Omran Party,2 ,,Party,Anbar,,Male,"Farhad Karim Ibrahim Man-
fan Al-Nimrawi",170
236,Al-Omran Party,3 ,,Party,Anbar,,Male,Saif Saad Sabbar Alawi Al-Faraji,171
236,Al-Omran Party,4 ,,Party,Anbar,,Male,Khaled Ibrahim Hamid Suleiman Al-Fahdawi,172
236,Al-Omran Party,5 ,,Party,Anbar,,"   female
 ",Saham Juma Jabir Rajab Al-Kubaisi,173
236,Al-Omran Party,6 ,,Party,Anbar,,"   female
 ",Storms Ahmed Saleh Mansour Al-Dulaimi,174
236,Al-Omran Party,7 ,,Party,Anbar,,"   female
 ",Hanan Awadkarout Hamadi Al-Suwaidawi,175
236,Al-Omran Party,8 ,,Party,Anbar,,"   female
 ",Shaima Abdul Razzaq Mishaal Khalifa Al-Nimrawi,176
236,Al-Omran Party,9 ,,Party,Anbar,,Male,Saad Khalil Ibrahim Nile Nile,177
236,Al-Omran Party, 10 ,,Party,Anbar,,Male,"Muhammad Ali Nawarahmad Al-
Dulaimi",178
236,Al-Omran Party, 11 ,,Party,Anbar,,Male,Riyadh Taha Hardan Ali Al-Maamouri,179
236,Al-Omran Party, 12 ,,Party,Anbar,,"   female
 ",Samia Amhan Hamad Hamadi Al-Fahdawi,180
236,Al-Omran Party, 13 ,,Party,Anbar,,Male,Thaer Abdul-Jabbar Muhammad Mashhad Al-Jalibawi,181
236,Al-Omran Party, 14 ,,Party,Anbar,,Male,Imad Mazban Awad Shihan Al-Maamouri,182
236,Al-Omran Party, 15 ,,Party,Anbar,,Male,Anas Khalil Ismail Hamoud Al-Jumaili,183
241,Azm Iraq Alliance,1 ,,      Alliance,Anbar,,Male,Zaid Ali Hammad Samir,184
241,Azm Iraq Alliance,2 ,,      Alliance,Anbar,,Male,Ahmed Nadallah Abdulkarim MakhloufAl-Fahdawi,185
241,Azm Iraq Alliance,3 ,,      Alliance,Anbar,,Male,"Arkan Khalaf
Tarmosr Free",186
241,Azm Iraq Alliance,4 ,,      Alliance,Anbar,,"   female
 ",Nahla Jabbar Khalifa Mohsen,187
241,Azm Iraq Alliance,5 ,,      Alliance,Anbar,,Male,Watban Jamal Saadoun Aifan Al-Issawi,188
241,Azm Iraq Alliance,6 ,,      Alliance,Anbar,,Male,Omar Hamid Nofan Mujbil Al-Jumaili,189
241,Azm Iraq Alliance,7 ,,      Alliance,Anbar,,Male,"Mushtaq Taleb, a keen seeker of a noble
cure.",190
241,Azm Iraq Alliance,8 ,,      Alliance,Anbar,,"   female
 ",Buds of Mu'ayyad Aboud Fayyad Al-Jumaili,191
241,Azm Iraq Alliance,9 ,,      Alliance,Anbar,,Male,"Peace be upon you, Taha Ali al-Halbousi",192
241,Azm Iraq Alliance, 10 ,,      Alliance,Anbar,,Male,Arif Mukhisyad Hamad Al-Alwani,193
241,Azm Iraq Alliance, 11 ,,      Alliance,Anbar,,Male,Kamal Raja Muhammad Haddad Al-Issawi,194
241,Azm Iraq Alliance, 12 ,,      Alliance,Anbar,,"   female
 ",منال خليفه محمد شويش عسافني,195
241,Azm Iraq Alliance,13 ,,Alliance,Anbar,,Male,"Farouk Tayeh Hardan Mahdi Al-Jgheifen
Y",196
241,Azm Iraq Alliance,14 ,,Alliance,Anbar,,Male,Ghanem Awad Wahab Aifan,197
241,Azm Iraq Alliance,15 ,,Alliance,Anbar,,Male,"Muhammad Ali Suleiman
Taha",198
241,Azm Iraq Alliance,16 ,,Alliance,Anbar,,"   female
 ",Maisam Fayyad Shim Ja'ata Al-Rifai,199
241,Azm Iraq Alliance,17 ,,Alliance,Anbar,,Male,"Mustafa Abdul Saleh Mo-
hammed",200
241,Azm Iraq Alliance,18 ,,Alliance,Anbar,,Male,ايهاب مجيد حسيرن علىي المحمدي,201
241,Azm Iraq Alliance,19 ,,Alliance,Anbar,,Male,عياده عجيمیي عجيل شاهيرن,202
241,Azm Iraq Alliance,20 ,,Alliance,Anbar,,"   female
 ",Reem Ghazi Khalil Ibrahim,203
241,Azm Iraq Alliance,21 ,,Alliance,Anbar,,Male,Mohammed Khamis Khalaf Hammadi,204
241,Azm Iraq Alliance,22 ,,Alliance,Anbar,,Male,Marwan Mohammed Ibrahim Talal,205
241,Azm Iraq Alliance,23 ,,Alliance,Anbar,,Male,Ayad Abdel Aziz Mahmoud Abdel Karim Al-Rawi,206
241,Azm Iraq Alliance,24 ,,Alliance,Anbar,,"   female
 ",Iman Ayed Taban Khalaf,207
241,Azm Iraq Alliance,25 ,,Alliance,Anbar,,Male,"And Tabban Hakim, the leader of the Jasim",208
241,Azm Iraq Alliance,26 ,,Alliance,Anbar,,Male,Maher Armit Khashman Mohammed Al-Kaoud,209
241,Azm Iraq Alliance,27 ,,Alliance,Anbar,,"   female
 ",Sanaa Hamad Abdullah Hassan,210
241,Azm Iraq Alliance,28 ,,Alliance,Anbar,,"   female
 ",Iman Qasim Abbas Ali,211
241,Azm Iraq Alliance,29 ,,Alliance,Anbar,,Male,"Issa Sayer, may God protect him, Abdullah Al-Issawi",212
241,Azm Iraq Alliance,30 ,,Alliance,Anbar,,Male,Qutiba Rahim Mutlaq Abdul,213
242,Leadership,2 ,,Alliance,Anbar,,Male,"Jassim Mohammed Radithin Y Rashid
Al Dhayani",214
242,Leadership,4 ,,Alliance,Anbar,,Male,Ahmed Mohsen Aliwi Ghadhban Al-Faraji,215
242,Leadership,5 ,,Alliance,Anbar,,Male,Abdul Majeed Karb Ali Al-Samarmad Al-Obaidi,216
242,Leadership,6 ,,Alliance,Anbar,,Male,"Kamal Mustafa plows the scene for
me",217
242,Leadership,7 ,,Alliance,Anbar,,Male,Anuryasirn Muhammad Sarr Mut Al-Bilawi,218
242,Leadership,8 ,,Alliance,Anbar,,Male,Saif Qais Ayed Mohammed Al-Maadidi,219
242,Leadership,9 ,,Alliance,Anbar,,Male,Muhand Abdul Awad Falah Al-Abidi,220
242,Leadership,10 ,,Alliance,Anbar,,Male,Nazim Shaker Abbas Jassim Al-Fahdawi,221
242,Leadership,11 ,,Alliance,Anbar,,Male,Mahmoud Jamil Jassim Hasirn Al-Issawi,222
242,Leadership,12 ,,Alliance,Anbar,,Male,Mohammed Abdul Razzaq Abdul Wahid Abdullah Al-Abdali,223
242,Leadership,13 ,,      Alliance,Anbar,,Male,Riyadh Mahmoud Suwaidan Rashid Al-Daraji,224
242,Leadership,14 ,,      Alliance,Anbar,,Male,"Raed Abbas Jassim Mohammed Al-
Hayani",225
242,Leadership,15 ,,      Alliance,Anbar,,Male,Riyadh KhalafJassim Mohammed Al-Bilawi,226
242,Leadership,17 ,,      Alliance,Anbar,,Male,Saif Sadiq Shihab Ahmed Al-Harni,227
242,Leadership,18 ,,      Alliance,Anbar,,"   female
 ",Nihad Hadi Mohammed Jassim Al-Mohammadi,228
242,Leadership,19 ,,      Alliance,Anbar,,"   female
 ",Ikhlas Muhammad Hamid Salih Al-Muhammadi,229
242,Leadership,20 ,,      Alliance,Anbar,,"   female
 ",Iman Ahmed Mukhlef Gharni Al-Dulaimiyi,230
