A,Name on ballot,"Candidate

Sequence",Unnamed: 3,"   Type
      Nominat-
            ion","Electoral
district",Unnamed: 6,Sex,Candidate's full name,Voter number
202 ,Sadiqun Movement,5 ,,Party,Karbala,,Male,Ahmed Qased Karim Riyah Al Dhaidan,5856
202 ,Sadiqun Movement,6 ,,Party,Karbala,,Male,"Mohammad Jassim Mohammad Toofan Ma-
nsour",5857
202 ,Sadiqun Movement,7 ,,Party,Karbala,,Male,Adnan Hamoud Zghair Ali Al Shabl,5858
202 ,Sadiqun Movement,8 ,,Party,Karbala,,"female
 ","Norjafat Amanukh Rasn
Y",5859
202 ,Sadiqun Movement,9 ,,Party,Karbala,,Male,"Abdul Basit Muhammad Ali Mahdi Abdul Samad Al-
Haffar",5860
202 ,Sadiqun Movement, 10 ,,Party,Karbala,,Male,Anwar Obaid Hadi Mutlaq Al Mutlaq,5861
202 ,Sadiqun Movement, 11 ,,Party,Karbala,,"female
 ",Iman Muhammad Abd al-Zaid Raja al-Jabouri,5862
202 ,Sadiqun Movement, 12 ,,Party,Karbala,,Male,"Ali Kurdi Hajji Waliy al-Hasithan
Y",5863
202 ,Sadiqun Movement, 13 ,,Party,Karbala,,Male,"Hasir N       Muhammad Ali Ahmad Al-
Husaythan Y",5864
202 ,Sadiqun Movement, 14 ,,Party,Karbala,,Male,Imad Kazim Bajay Hamad Al-Saeedi,5865
202 ,Sadiqun Movement, 15 ,,Party,Karbala,,Male,Javad Zayed Diwan Abdullah Muslim,5866
202 ,Sadiqun Movement, 16 ,,Party,Karbala,,"female
 ",Alia Abdul Wahid Mohammed Mahdi Al Abbas,5867
202 ,Sadiqun Movement, 17 ,,Party,Karbala,,Male,"Hasirn Khadir Abbas Shi-
bli",5868
202 ,Sadiqun Movement, 18 ,,Party,Karbala,,Male,Riyadh Youssef Najd Hasirn Al Hasirn,5869
202 ,Sadiqun Movement, 19 ,,Party,Karbala,,Male,Ahmed Adel Hassan Ali Al-Araji,5870
202 ,Sadiqun Movement, 20 ,,Party,Karbala,,"female
 ","Sanaa Khadem Abdul Amir Ali Al Kha-
laf",5871
202 ,Sadiqun Movement, 21 ,,Party,Karbala,,"female
 ","Kawthar Abdullah Hasiran Abbas Al-
Hassan",5872
202 ,Sadiqun Movement, 22 ,,Party,Karbala,,Male,Ahmed Ali Aboud Wajid Al-Asadi,5873
207 ,"Reconstruction and Development Coali-
tion",1 ,,Alliance,Karbala,,يMلیaاlیeالم,"
منذررجبیرمطر ناج",5874
207 ,"Reconstruction and Development Coali-
tion",   2 ,,Alliance,Karbala,,Male,Falah Hassan Qasim Muhammad Auj,5875
207 ,"Reconstruction and Development Coali-
tion",   3 ,,Alliance,Karbala,,Male,"I feel sorry for Mohammed Abbas Al-
Yassari",5876
207 ,"Reconstruction and Development Coali-
tion",   4 ,,Alliance,Karbala,,"female
 ",Bushra Kazim Awad Sheniarghiri,5877
207 ,"Reconstruction and Development Coali-
tion",   5 ,,Alliance,Karbala,,Male,"Ahmed Jawad Masn Y Al-
iwi Al-Ammar",5878
207 ,"Reconstruction and Development Coali-
tion",   6 ,,Alliance,Karbala,,Male,Firas Turki Abdulaziz Muslim student,5879
207 ,"Reconstruction and Development Coali-
tion",   7 ,,      Alliance,Karbala,,Male,Jaber Mutajer Anir N Khamrd Al Shiha,5880
207 ,"Reconstruction and Development Coali-
tion",   8 ,,      Alliance,Karbala,,"   female
 ",Majdeh Fazel Yaserkhzanal-Ardawi,5881
207 ,"Reconstruction and Development Coali-
tion",   9 ,,      Alliance,Karbala,,Male,Adnan Abdul Amir Alian Majed Al Dahash,5882
207 ,"Reconstruction and Development Coali-
tion", 10 ,,      Alliance,Karbala,,Male,"Ali Kazem Marhoun Mandhour Al-
Kriti",5883
207 ,"Reconstruction and Development Coali-
tion", 11 ,,      Alliance,Karbala,,Male,Diaa Kazim Hindi Khanyab Al-Jahloul,5884
207 ,"Reconstruction and Development Coali-
tion", 12 ,,      Alliance,Karbala,,"   female
 ",Ghofran Iqbal Youssef Hindi Al-Arani,5885
207 ,"Reconstruction and Development Coali-
tion", 13 ,,      Alliance,Karbala,,Male,Muhand Hashim Obaid Ajil Al-Rahal,5886
207 ,"Reconstruction and Development Coali-
tion", 14 ,,      Alliance,Karbala,,Male,"Mohammed Hamid Hashim Abbas
Sarrar Moti",5887
207 ,"Reconstruction and Development Coali-
tion", 15 ,,      Alliance,Karbala,,Male,Safaa Jaber Abdel Hassan Abbas Al Abbas,5888
207 ,"Reconstruction and Development Coali-
tion", 16 ,,      Alliance,Karbala,,"   female
 ",Nabakazem Hassan Abbas Al-Khawara,5889
207 ,"Reconstruction and Development Coali-
tion", 17 ,,      Alliance,Karbala,,Male,Haider Hamid Kazim Abbas Al-Zubaidi,5890
207 ,"Reconstruction and Development Coali-
tion", 18 ,,      Alliance,Karbala,,Male,"Ali Fadhel Awda Abdul Shamm-
ari",5891
207 ,"Reconstruction and Development Coali-
tion", 19 ,,      Alliance,Karbala,,Male,Nasser Najm Abdullah Issa Al-Moussawi,5892
207 ,"Reconstruction and Development Coali-
tion", 20 ,,      Alliance,Karbala,,"   female
 ","Rabaa Falih Hassan Alwan
Shafani",5893
207 ,"Reconstruction and Development Coali-
tion", 21 ,,      Alliance,Karbala,,Male,Rabie Abdul Jalil Hassan Baqir al-Mousawi,5894
207 ,"Reconstruction and Development Coali-
tion", 22 ,,      Alliance,Karbala,,"   female
 ",Hoda Najih Hassan Hadi Al-Baroudi,5895
218 ,Badr Organization,1 ,,Party,Karbala,,Male,Hamid Sahib Muhammad Mahdi al-Mahdi,5896
218 ,Badr Organization,2 ,,Party,Karbala,,Male,"Hamed Abbas Yasser N Hashem Al-
Moussawi",5897
218 ,Badr Organization,3 ,,Party,Karbala,,Male,Hashem Ahmed Ali Abbas Al-Darawsheh,5898
218 ,Badr Organization,4 ,,Party,Karbala,,"   female
 ",Rehab Abdel-Razzaq Mohammed Jawad Mohammed Al-Kalsh,5899
218 ,Badr Organization,5 ,,Party,Karbala,,Male,Razzaq Hashim Suwaif Ibrahim Al-Zubaidi,5900
218 ,Badr Organization,6 ,,Party,Karbala,,Male,Ghassan Rahim Abdul Hassan Hassoun Al-Amiri,5901
218 ,Badr Organization,7 ,,Party,Karbala,,Male,Adnan Abdul Khashankadhim Al-Fartousi,5902
218 ,Badr Organization,8 ,,Party,Karbala,,"   female
 ","Ibtisam Hasir Abdullah Kazim Bat-
hin Y Ardh",5903
218 ,Badr Organization,9 ,,Party,Karbala,,Male,Alaa Shatnan wants Dawood Al-Tamimi,5904
218 ,Badr Organization, 10 ,,Party,Karbala,,Male,Good by Taha Saadoun Jaber Al-Tarimm,5905
218 ,Badr Organization, 11 ,,Party,Karbala,,Male,سلام سوادي عبدالساده كاظم الحسناوي,5906
218 ,Badr Organization, 12 ,,Party,Karbala,,"   female
 ",Duaa Naji Mahdi Eidan Al-Ibrahimiyy,5907
218 ,Badr Organization,13 ,,Party,Karbala,,Male,"Ahmed Abdel-Hassir N       Abu Jawad Hamm-
adi Al-Silawi",5908
218 ,Badr Organization,14 ,,Party,Karbala,,Male,Hussam Hashem Abdullah Ibrahim Al-Hassan,5909
218 ,Badr Organization,15 ,,Party,Karbala,,Male,"Saleh Mahdi Khamis Mardas, the leftist",5910
218 ,Badr Organization,16 ,,Party,Karbala,,"   female
 ",Time of the summer Mohsen Diab Al-Marshadi,5911
218 ,Badr Organization,17 ,,Party,Karbala,,Male,"Mustafa Jawad Kazem Mohammed
Al-Helou",5912
218 ,Badr Organization,18 ,,Party,Karbala,,Male,"Sadly, I am a great Muslim, Kazem Al-Moussawi",5913
218 ,Badr Organization,19 ,,Party,Karbala,,Male,"Qais Abbas Abdul Haseer N Hamidi Al-
Sahalani",5914
218 ,Badr Organization,20 ,,Party,Karbala,,"   female
 ",Samir H. Abdul Amir Abdul Haseer N. Mutlaq Al Aboud,5915
218 ,Badr Organization,21 ,,Party,Karbala,,Male,Hafiz Sahib Muhammad Mahdi al-Mahdi,5916
218 ,Badr Organization,22 ,,Party,Karbala,,"   female
 ",News of Mansour Hassan Hashem Al-Moussawi,5917
224 ,"Good news, Iraq",1 ,,      Alliance,Karbala,,Male,Traveler Kazem Ahmed Habib Al-Yasiri,5918
224 ,"Good news, Iraq",2 ,,      Alliance,Karbala,,Male,Majid Ali Hamza Shalal Al-Ghanmiyi,5919
224 ,"Good news, Iraq",3 ,,      Alliance,Karbala,,Male,Ihsan Rahim Kazim Hassoun Al-Shablawi,5920
224 ,"Good news, Iraq",4 ,,      Alliance,Karbala,,Male,Riyadh Abdul Amir Mohsen Akleh Al Mohsen,5921
224 ,"Good news, Iraq",5 ,,      Alliance,Karbala,,Male,Imad Ibrahim Malik Masakh Al-Ardawi,5922
224 ,"Good news, Iraq",6 ,,      Alliance,Karbala,,Male,زيد حسن عبدالحسيرن سماوي الفتلاوي,5923
224 ,"Good news, Iraq",7 ,,      Alliance,Karbala,,Male,Haider Abdul Najm Aboud Al-Thamer,5924
224 ,"Good news, Iraq",8 ,,      Alliance,Karbala,,"   female
 ",Nawal Falih Hassan Alwan Al-Kriti,5925
224 ,"Good news, Iraq",9 ,,      Alliance,Karbala,,Male,"Abdul Mahdi, the owner of Abdul Muttalib Murad Al-Hawl",5926
224 ,"Good news, Iraq",10 ,,      Alliance,Karbala,,Male,Nima Salthi HadiNayefAl Shaher,5927
224 ,"Good news, Iraq",11 ,,      Alliance,Karbala,,"   female
 ","Wadiyan Hussam Ahmed Haseer N Ta-
ama",5928
224 ,"Good news, Iraq",12 ,,      Alliance,Karbala,,Male,"Mahdi Bassem Hamid Ghat-
han Y Al-Hashemi",5929
224 ,"Good news, Iraq",13 ,,      Alliance,Karbala,,Male,Raed Saad Karim Ali Al-Dulaimi,5930
224 ,"Good news, Iraq",14 ,,      Alliance,Karbala,,Male,Saif Tahsir Mohsen Hadi Al Mutlaq,5931
224 ,"Good news, Iraq",15 ,,      Alliance,Karbala,,Male,Adikarim Muhammad Alwan Al-Dammiyi,5932
224 ,"Good news, Iraq",16 ,,      Alliance,Karbala,,"   female
 ","Ferial Ali Abdul Eidan Al-Husaythan
Y",5933
224 ,"Good news, Iraq",17 ,,      Alliance,Karbala,,Male,Jassim Abbas Abdul Ahmed Al-Tamimi,5934
224 ,"Good news, Iraq",18 ,,      Alliance,Karbala,,Male,Kazem Jawad Kazem Hasiran Al-Hasawi,5935
224 ,"Good news, Iraq",19 ,,      Alliance,Karbala,,Male,"Ahmed Abdel-Hassir N       Ja-
ber Mandeel Al-Kanani",5936
224 ,"Good news, Iraq",20 ,,      Alliance,Karbala,,"   female
 ",Names of Wissam Hassan Mohammed Al Shamri,5937
224 ,"Good news, Iraq",21 ,,      Alliance,Karbala,,"   female
 ","Susan Halim Kamel Al-Kazar
Al-Jen Y",5938
224 ,"Good news, Iraq",22 ,,      Alliance,Karbala,,"   female
 ",زهره نعيم جابر شعلان الغزالیي,5939
231 ,National State Forces Alliance,1 ,,      Alliance,Karbala,,Male,"Star Safni Mahdi Habib
Al-Ardawi",5940
231 ,National State Forces Alliance,2 ,,      Alliance,Karbala,,Male,Jawad Kadhum Mutlaq Hasir N        Ysari,5941
231 ,National State Forces Alliance,3 ,,      Alliance,Karbala,,Male,Murtazan Najm Obaid Aqili Al Hamad,5942
231 ,National State Forces Alliance,4 ,,      Alliance,Karbala,,Male,Hassan Mohammed Kazim Alwan Al-Masoudi,5943
231 ,National State Forces Alliance,5 ,,      Alliance,Karbala,,Male,Hazem Obaidi Shalif Abdul-Yassari,5944
231 ,National State Forces Alliance,6 ,,      Alliance,Karbala,,Male,Ali Fadel Abdul Hamad,5945
231 ,National State Forces Alliance,7 ,,      Alliance,Karbala,,Male,Jaber Murad Shaker Abbas Al-Badri,5946
231 ,National State Forces Alliance,8 ,,      Alliance,Karbala,,Male,Naseem Fadel Youssef Hassoun Al-Hassoun,5947
231 ,National State Forces Alliance,9 ,,      Alliance,Karbala,,Male,"Ali Muhammad Shahid Ab-
bud",5948
231 ,National State Forces Alliance,10 ,,      Alliance,Karbala,,Male,Mohamed Jiaziz Joda,5949
231 ,National State Forces Alliance,11 ,,      Alliance,Karbala,,Male,"Mohammed Hassan Mohsen Mohammed Ali Al Mo-
hammed Ali",5950
231 ,National State Forces Alliance,12 ,,      Alliance,Karbala,,"   female
 ",Ghofran Jassim Abdul Mahdi Hamza Al-Shathi,5951
231 ,National State Forces Alliance,13 ,,      Alliance,Karbala,,Male,Ayed Hashem Joda Mohammed Al-Mohammed,5952
231 ,National State Forces Alliance,14 ,,      Alliance,Karbala,,Male,Mohammad Daham Matavi Khamerd,5953
231 ,National State Forces Alliance,15 ,,      Alliance,Karbala,,"   female
 ",Niha Jafarsdkhan Zibak Al-Sirrif,5954
231 ,National State Forces Alliance,16 ,,      Alliance,Karbala,,"   female
 ",Iman phone Naif Apple Al Apple,5955
231 ,National State Forces Alliance,17 ,,      Alliance,Karbala,,Male,"Haider Abdulzaid Khadhnha-
madi",5956
231 ,National State Forces Alliance,18 ,,      Alliance,Karbala,,Male,I miss Salal Abdul Hassoun Al-Daomi,5957
231 ,National State Forces Alliance,19 ,,      Alliance,Karbala,,"   female
 ","And the age of Jihad Saleh Shihab
Al-Mashhadani",5958
231 ,National State Forces Alliance,20 ,,      Alliance,Karbala,,Male,Haider Jaber Barjassim Hasir Al-Masoudi,5959
231 ,National State Forces Alliance,21 ,,      Alliance,Karbala,,"   female
 ",هيام علىي غالیي عليوي الحميري,5960
231 ,National State Forces Alliance,22 ,,      Alliance,Karbala,,"   female
 ",I feel sorry for Musa Al-Boujdou,5961
235 ,"     Our Cause Mo-
           vement",3 ,,Party,Karbala,,Male,Hasnir Saad Hamza Halwas Al-Huwaisa,5962
235 ,"     Our Cause Mo-
           vement",4 ,,Party,Karbala,,Male,Karim Abbas Dawood Salman Al-Ameri,5963
235 ,"Our Cause Mo-
vement",   6 ,,Party,Karbala,,"   female
 ",Alaa Ghaleb Radeef Mohammed Al-Haddad,5964
235 ,"Our Cause Mo-
vement",   7 ,,Party,Karbala,,Male,"Mohammed Abbas Ahmed Mohammed Kash-
miri",5965
235 ,"Our Cause Mo-
vement",   8 ,,Party,Karbala,,"   female
 ",Zainab Abbas Akkaz Abdullah Al-Hasnawi,5966
244 ,"Al-Arafri Foun-
dation Coalition",1 ,,      Alliance,Karbala,,Male,Muhammad Abd al-Zaid Jatheer Mus al-Mus,5967
244 ,"Al-Arafri Foun-
dation Coalition",   2 ,,      Alliance,Karbala,,Male,Ali Abdul-Zaid Abbas and Far Al-Hasnawi,5968
244 ,"Al-Arafri Foun-
dation Coalition",   3 ,,      Alliance,Karbala,,Male,Hashem Jassim Abbas Fahd Al-Jubouri,5969
244 ,"Al-Arafri Foun-
dation Coalition",   4 ,,      Alliance,Karbala,,"   female
 ","Janan Abbas Ismail Hassan Al-
Wazni",5970
244 ,"Al-Arafri Foun-
dation Coalition",   5 ,,      Alliance,Karbala,,Male,Karar Saleh Saadoun Rayhan Al-Ardawi,5971
244 ,"Al-Arafri Foun-
dation Coalition",   6 ,,      Alliance,Karbala,,Male,I miss Talib Hamza Sakr Al-Akani,5972
244 ,"Al-Arafri Foun-
dation Coalition",   7 ,,      Alliance,Karbala,,Male,Anwar Ali Badr Alwan al-Yasari,5973
244 ,"Al-Arafri Foun-
dation Coalition",   8 ,,      Alliance,Karbala,,Male,Hakmat Muhammad Nayef Abd al-Masoudi,5974
244 ,"Al-Arafri Foun-
dation Coalition",   9 ,,      Alliance,Karbala,,Male,Aqeel Fahim Hasir N        Salman Al-Zubaidi,5975
244 ,"Al-Arafri Foun-
dation Coalition", 10 ,,      Alliance,Karbala,,Male,Muhammad Abbas Ali Arsan al-Yasari,5976
244 ,"Al-Arafri Foun-
dation Coalition", 11 ,,      Alliance,Karbala,,Male,"Peace be upon you, Hassoun Muhaisen, the Black of the Blacks",5977
244 ,"Al-Arafri Foun-
dation Coalition", 12 ,,      Alliance,Karbala,,Male,Haider Abdul Saleh Ji Al-Asadi,5978
244 ,"Al-Arafri Foun-
dation Coalition", 13 ,,      Alliance,Karbala,,Male,Saleh Suwan Abdul Rashid Al-Zakrouti,5979
244 ,"Al-Arafri Foun-
dation Coalition", 14 ,,      Alliance,Karbala,,Male,Saad Taher Hassoun Ne'mah Al-Ghatam,5980
244 ,"Al-Arafri Foun-
dation Coalition", 15 ,,      Alliance,Karbala,,Male,"Thamermos Maji Hamadi Al-Qazwithin
Y",5981
244 ,"Al-Arafri Foun-
dation Coalition", 16 ,,      Alliance,Karbala,,Male,"Ahmed Kazem Abbas Ali
Al-Wazni",5982
244 ,"Al-Arafri Foun-
dation Coalition", 17 ,,      Alliance,Karbala,,Male,Ahmed Fadel Aliwi Fadel Al-Hamasah,5983
244 ,"Al-Arafri Foun-
dation Coalition", 18 ,,      Alliance,Karbala,,"   female
 ",Iman Jabbarihi Hassoun Al-Kriti,5984
244 ,"Al-Arafri Foun-
dation Coalition", 19 ,,      Alliance,Karbala,,"   female
 ","Asma Kazem Abdul Karim Ji Al-Shar
A",5985
244 ,"Al-Arafri Foun-
dation Coalition", 20 ,,      Alliance,Karbala,,"   female
 ",Wafaa Hassan Alwan Hassan Al-Araji,5986
244 ,"Al-Arafri Foun-
dation Coalition", 21 ,,      Alliance,Karbala,,"   female
 ","The time of Hamid Jas-
sim Abbas Al-Karafni",5987
244 ,"Al-Arafri Foun-
dation Coalition", 22 ,,      Alliance,Karbala,,"   female
 ",Shaza Mohammed Abdul-Ridha Zahir Abu Shakir,5988
245 ,"Canon's secr-
ets",1 ,,Party,Karbala,,Male,Zuhair Shaheed Abdullah Hassoun Al-Fatlawi,5989
245 ,"Canon's secr-
ets",   2 ,,Party,Karbala,,Male,"Hassan Muhammad Ali Muhammad Hassan Nadal-
lah Nadallah",5990
245 ,"Canon's secr-
ets",   3 ,,Party,Karbala,,Male,Abdul Sahib Ibrahim Ramadan Haider Al-Har,5991
245 ,"Canon's secr-
ets",   4 ,,Party,Karbala,,"   female
 ",The great poet Mohammed Saleh Al-Boushour,5992
245 ,"Canon's secr-
ets",   5 ,,Party,Karbala,,Male,Haider Mahdi Kazem Abu Jassim Abu Jassim,5993
245 ,"Canon's secr-
ets",   6 ,,Party,Karbala,,Male,Raed Fadhal Bandar Sadyan Al-Bouzin Al-Din,5994
245 ,"Canon's secr-
ets",   7 ,,Party,Karbala,,Male,Haider Atshan Fadhel Haroun Al-Jabri,5995
245 ,"Canon's secr-
ets",   8 ,,Party,Karbala,,"   female
 ","Like Mohammad Hassan Sadeq Mohammad Reza To-
meh",5996
245 ,"Canon's secr-
ets",   9 ,,Party,Karbala,,Male,Saif Hussam Abdel Wahid Zarzurabojzma,5997
245 ,"Canon's secr-
ets", 10 ,,Party,Karbala,,Male,"Muhammad Jassim Muhammad Ali Muh-
ammad Al Ali",5998
245 ,"Canon's secr-
ets", 11 ,,Party,Karbala,,Male,"Hasir N        Euphrates Bahr Abbas
Al-Janani",5999
245 ,"Canon's secr-
ets", 12 ,,Party,Karbala,,Male,Abbas Ghazi Abdul-Ridha Hassan Al-Hassan,6000
245 ,"Canon's secr-
ets", 13 ,,Party,Karbala,,"   female
 ",Ashwaq Karim Abdul Rahim Ahmed Al-Maamouri,6001
245 ,"Canon's secr-
ets", 14 ,,Party,Karbala,,Male,شاكر صاحب علوان حسيرن فتلاوي,6002
245 ,"Canon's secr-
ets", 15 ,,Party,Karbala,,Male,حمزه لفته راجي عباس رواشد,6003
245 ,"Canon's secr-
ets", 16 ,,Party,Karbala,,Male,Qasim Abdul Hamza Eidan Jabbaral Doban,6004
245 ,"Canon's secr-
ets", 17 ,,Party,Karbala,,"   female
 ","Yasmine N. Wahab Mutashershon Al-
Farhoud",6005
245 ,"Canon's secr-
ets", 18 ,,Party,Karbala,,Male,"Salah Rahim Abdul Amir Hadi Al-Shanir
N",6006
245 ,"Canon's secr-
ets", 19 ,,Party,Karbala,,"   female
 ","May God bless you, Abdul Abbas Al-
Abbas",6007
245 ,"Canon's secr-
ets", 20 ,,Party,Karbala,,Male,Safaa Hassan Mohammed Toman Al-Khafaji,6008
245 ,"Canon's secr-
ets", 21 ,,Party,Karbala,,Male,Noureddine Sabah Hassan Majeed Al-Karawi,6009
245 ,"Canon's secr-
ets", 22 ,,Party,Karbala,,"   female
 ",Afaf Mohammed Mohsen Hamoud Habib,6010
250 ,"Alternative Allia-
nce",1 ,,Alliance,Karbala,,Male,"Reda Khair Allah Murshid Obaid Al-
Janani",6011
250 ,"Alternative Allia-
nce",2 ,,Alliance,Karbala,,Male,Murtaja Ibrahim Fadhel Ibrahim Al-Jabouri,6012
250 ,"Alternative Allia-
nce",3 ,,Alliance,Karbala,,"   female
 ",Seagull cactus AbdulharfRhood Al Satar,6013
250 ,"Alternative Allia-
nce",5 ,,Alliance,Karbala,,Male,Adel Salman Dawood Hamadi Al-Kindi,6014
250 ,"Alternative Allia-
nce",6 ,,Alliance,Karbala,,"   female
 ",Alaa Hamid Majeed Abbas Al-Ramaji,6015
250 ,"Alternative Allia-
nce",7 ,,Alliance,Karbala,,Male,Youssef Mohammed Ali Youssef Ahmed Al-Ashiqar,6016
250 ,"Alternative Allia-
nce",8 ,,Alliance,Karbala,,Male,Qutaybah Mardan Shatnan Abbas Al-Tamimiyi,6017
250 ,"Alternative Allia-
nce",9 ,,Alliance,Karbala,,"   female
 ",Sabah Hashim Zuhayyan Abbas Al-Saeedi,6018
250 ,"Alternative Allia-
nce", 10 ,,Alliance,Karbala,,Male,Nadeem Ghaleb Abbas Jassim Al-Jabouri,6019
250 ,"Alternative Allia-
nce", 11 ,,      Alliance,Karbala,,Male," Mahmoud Imran Musa
       Asal Al-Tarfani",6020
250 ,"Alternative Allia-
nce", 12 ,,      Alliance,Karbala,,"   female
 ", Age of Mahdi Saleh Yasser Al-Atani,6021
250 ,"Alternative Allia-
nce", 13 ,,      Alliance,Karbala,,Male, Hamed Adel Abbas Ahmed Al-Najjar,6022
250 ,"Alternative Allia-
nce", 14 ,,      Alliance,Karbala,,Male,     Ihsan Muhammad Halawi Shabib Al-Hajji,6023
250 ,"Alternative Allia-
nce", 15 ,,      Alliance,Karbala,,"   female
 ","  Hamida Kazim Alawi
      Khadn Al-Zarfni",6024
250 ,"Alternative Allia-
nce", 16 ,,      Alliance,Karbala,,Male,"Muhammad Abdul-Ridha Haseer N Arm-
                    ish Al-Raheeme",6025
250 ,"Alternative Allia-
nce", 17 ,,      Alliance,Karbala,,Male,     Zaid Haider Fadhel Zahir Albu Hadidah,6026
250 ,"Alternative Allia-
nce", 18 ,,      Alliance,Karbala,,"   female
 ",      Aseel Kadhim Hamoud Hamza Al-Shiblawi,6027
250 ,"Alternative Allia-
nce", 19 ,,      Alliance,Karbala,,Male, Zuhair Najm Abdul Muhammad Al Abbas,6028
250 ,"Alternative Allia-
nce", 20 ,,      Alliance,Karbala,,Male, Muhammad Abdul Abbas Aziz Jariwal Silawi,6029
250 ,"Alternative Allia-
nce", 21 ,,      Alliance,Karbala,,"   female
 ", Flowers Hatem Mahdi Ahmed Al-Sayegh,6030
250 ,"Alternative Allia-
nce", 22 ,,      Alliance,Karbala,,Male,حسيرن ميري غثيث رفيش الجاسمیي,6031
251 ,Rights Movement,1 ,,Party,Karbala,,Male,"    Ali Abdulzahra Matar Muham-
               mad Al-Arasani",6032
251 ,Rights Movement,2 ,,Party,Karbala,,Male,Raed Wadi Badai Ali Al-Baydani,6033
251 ,Rights Movement,3 ,,Party,Karbala,,Male,علىي موس راصني كوانني الفتلاوي,6034
251 ,Rights Movement,4 ,,Party,Karbala,,Male,Saad Abdulsada Shablawi Shihan Al-Asami,6035
251 ,Rights Movement,5 ,,Party,Karbala,,"   female
 ",Marouj Hadi Mansour Amash Al-Aboudi,6036
251 ,Rights Movement,6 ,,Party,Karbala,,"   female
 ",To Yasser Abdul Sajjad Abdul Hassan Al-Moussawi,6037
