A,Name on ballot,"Candidate

Sequence",Unnamed: 3,"   Type
      Nominat-
            ion","Electoral
district",Unnamed: 6,Sex,Candidate's full name,Voter number
231 ,National State Forces Alliance,35 ,,Alliance,Baghdad,,Male,"Riyadh Jawad Abdul-Ridha Abdullah
Al-Karaanani",3061
231 ,National State Forces Alliance,36 ,,Alliance,Baghdad,,Male,Ali Rashid Hassan Nidalallah Al-Tamimi,3062
231 ,National State Forces Alliance,37 ,,Alliance,Baghdad,,Male,"Saad Moayed Safni Mohammed Al-
Nasir Y",3063
231 ,National State Forces Alliance,38 ,,Alliance,Baghdad,,Male,"Mahmoud Shaker Lonri Tw-
ithin Y Sudanese",3064
231 ,National State Forces Alliance,39 ,,Alliance,Baghdad,,Male,Adnan Maleh Abdul Atarouz Al-Shahili,3065
231 ,National State Forces Alliance,40 ,,Alliance,Baghdad,,Male,Muhammad Ibrahim Muhaimid Aliwi al-Tamimi,3066
231 ,National State Forces Alliance,41 ,,Alliance,Baghdad,,Male,"Ghalib Jawad Haseer N Mohsen Al-
Bayanari",3067
231 ,National State Forces Alliance,42 ,,Alliance,Baghdad,,Male,Sadiq Adnan Kazem Khashan Al-Boshtiwi,3068
231 ,National State Forces Alliance,43 ,,Alliance,Baghdad,,Male,Karim Youssef Zahir Safni Al-Miyaji,3069
231 ,National State Forces Alliance,44 ,,Alliance,Baghdad,,Male,هادي حسيرن سهر غافل الزاملىي,3070
231 ,National State Forces Alliance,45 ,,Alliance,Baghdad,,Male,"Mudhan Muhammad Baqir Khudhan Baqir
Al-Sanbali",3071
231 ,National State Forces Alliance,46 ,,Alliance,Baghdad,,"   female
 ",Sajj Khalid Muhammad Abdul Bualyan,3072
231 ,National State Forces Alliance,47 ,,Alliance,Baghdad,,Male,Baha Hasir Nouri Hasir Al-Saedi,3073
231 ,National State Forces Alliance,48 ,,Alliance,Baghdad,,Male,Saleh Mahdi Kata' Dakhil Al-Zaidi,3074
231 ,National State Forces Alliance,49 ,,Alliance,Baghdad,,"   female
 ",جنان ماجد ويس خضير الدليمیي,3075
231 ,National State Forces Alliance,50 ,,Alliance,Baghdad,,Male,Muththan Hasir Salman Aziz Al-Najdi,3076
231 ,National State Forces Alliance,51 ,,Alliance,Baghdad,,Male,Kamal Hasirn Jassim Hammadi Al-Amri,3077
231 ,National State Forces Alliance,52 ,,Alliance,Baghdad,,"   female
 ",Amna Mahdi Naji Yasser Al-Waili,3078
231 ,National State Forces Alliance,53 ,,Alliance,Baghdad,,Male,Aziz Mohsen Awda Khamat Al-Hamidawi,3079
231 ,National State Forces Alliance,54 ,,Alliance,Baghdad,,Male,       Nazim Fadhil Kazim Muhammad Al-Amiri,3080
231 ,National State Forces Alliance,55 ,,Alliance,Baghdad,,Male,"     Mohammed Abdul-Ridha Jassim Ali Al-
                                Nouri",3081
231 ,National State Forces Alliance,57 ,,Alliance,Baghdad,,Male, Ali LaithiNaima Bhidel Al-Shaji,3082
231 ,National State Forces Alliance,58 ,,Alliance,Baghdad,,"   female
 ","  Mohammed Tafer Al-Hassan Ha-
           mid Saleh Al-Abbadi",3083
231 ,National State Forces Alliance,59 ,,Alliance,Baghdad,,Male,        Engineer Ammar Lazem Amoudas Al-Khazali,3084
231 ,National State Forces Alliance,60 ,,Alliance,Baghdad,,Male,Abdulhasir N. Nemah Hassan Jaber Al-Saedi,3085
231 ,National State Forces Alliance,61 ,,Alliance,Baghdad,,Male,"    Abdul Haseer N Badai Moghtadh, the work of Naie
                                  Al-Batbouti",3086
231 ,National State Forces Alliance,62 ,,Alliance,Baghdad,,Male,Karim Mohsen Jassim Hassan Al-Haidari,3087
231 ,National State Forces Alliance,63 ,,Alliance,Baghdad,,"   female
 ",Wake up Hassan Geral Al-Zirj,3088
231 ,National State Forces Alliance,64 ,,Alliance,Baghdad,,"   female
 ","Suhad Ali Rasn, may God grant
you success in your relationship",3089
231 ,National State Forces Alliance,65 ,,Alliance,Baghdad,,"   female
 ",Nibal Fadel Jaber Mohammed Al-Maksousi,3090
231 ,National State Forces Alliance,66 ,,Alliance,Baghdad,,"   female
 ",Asma Salman Lafta Hazal Al-Rubaie,3091
231 ,National State Forces Alliance,67 ,,Alliance,Baghdad,,Male,"I am sad about Ramadan Abdul Abdu-
llah Al-Saedi",3092
231 ,National State Forces Alliance,68 ,,Alliance,Baghdad,,Male,ناصر محيسن فندي عجيمیي الباوي,3093
231 ,National State Forces Alliance,69 ,,Alliance,Baghdad,,Male,Hasir N       Ahmed Jikadhim Al-Moussawi,3094
231 ,National State Forces Alliance,70 ,,Alliance,Baghdad,,Male,Ahmed Abdulkadhim Sultan Al-Joudah,3095
231 ,National State Forces Alliance,71 ,,Alliance,Baghdad,,Male,"Razzaq Ali Farhan Awad Al-Ju'
wani",3096
231 ,National State Forces Alliance,72 ,,Alliance,Baghdad,,Male,Haider KhalafRasan Ali Al-Rasitimawi,3097
231 ,National State Forces Alliance,73 ,,Alliance,Baghdad,,Male,Firas Yasha'ib Mansour Al-Jabinawi,3098
231 ,National State Forces Alliance,74 ,,Alliance,Baghdad,,Male,Ali Awda Obaid Tola Al-Awishjawi,3099
231 ,National State Forces Alliance,75 ,,Alliance,Baghdad,,"   female
 ","Surur Jaafar Muhammad Ali Hasir N       Al-
Khafaji",3100
231 ,National State Forces Alliance,76 ,,Alliance,Baghdad,,"   female
 ","  The oath of Abd instead of Ma'arij
                     Al-Zarkani.",3101
231 ,National State Forces Alliance,77 ,,Alliance,Baghdad,,Male,"  Omar Mazhar Zamel, the indiv-
         idual who destroys evil",3102
231 ,National State Forces Alliance,78 ,,Alliance,Baghdad,,Male,   Ghazwane Mishaan Mahdi Jabbar Al-Saadi,3103
231 ,National State Forces Alliance,79 ,,Alliance,Baghdad,,"   female
 ",    Lamia Abdul Zahra Faleh Mohammed Al-Saedi,3104
231 ,National State Forces Alliance,80 ,,Alliance,Baghdad,,Male,      Atheer Hammadi Issa Hadid Al-Jabouri,3105
231 ,National State Forces Alliance,81 ,,Alliance,Baghdad,,Male,"Taha Anmar Abdul-Bafri
   Khamas Al-Mahdawi",3106
231 ,National State Forces Alliance,82 ,,Alliance,Baghdad,,"   female
 ",Lara Abdulkadhim Alwan Kadhim Al-Maksousi,3107
231 ,National State Forces Alliance,83 ,,Alliance,Baghdad,,"   female
 ",Iftikhar Fawzi Star Mohammed Al Dabbagh,3108
231 ,National State Forces Alliance,84 ,,Alliance,Baghdad,,"   female
 ","I am very sad about Ali KhalafAl-
Saedi",3109
231 ,National State Forces Alliance,85 ,,Alliance,Baghdad,,"   female
 ",Amal Jassim Muhsin Hattit Al-Lami,3110
231 ,National State Forces Alliance,86 ,,Alliance,Baghdad,,"   female
 ",Visions of Munir Jassim Mohammed Al Shamri,3111
231 ,National State Forces Alliance,87 ,,Alliance,Baghdad,,"   female
 ",Susan Abdul-Jabbar Ismail Maji Al-Lami,3112
231 ,National State Forces Alliance,88 ,,Alliance,Baghdad,,"   female
 ",Baraq Issa Farhan Hamdan Al-Fadhli,3113
231 ,National State Forces Alliance,89 ,,Alliance,Baghdad,,Male,"I am sorry for Abdullah's mistake on
me Al-Zaidi",3114
231 ,National State Forces Alliance,90 ,,Alliance,Baghdad,,Male,Sayyi Karim Sayyi Abdul-Sada Al-Muhammadawi,3115
231 ,National State Forces Alliance,91 ,,Alliance,Baghdad,,Male,Hassan Mus Subhan Shniyo Al-Ja'bawi,3116
231 ,National State Forces Alliance,92 ,,Alliance,Baghdad,,Male,"Ahmed Hashem Karim Ali Al-
Hali",3117
231 ,National State Forces Alliance,93 ,,Alliance,Baghdad,,Male,"Adnan Hamel, Jaafar Baydanni's
customer",3118
231 ,National State Forces Alliance,94 ,,Alliance,Baghdad,,Male,Zuhair Abbas Adai Attia Judhury,3119
231 ,National State Forces Alliance,95 ,,Alliance,Baghdad,,Male,"Walid Karim Rasan Saleh
Al-Dulfan",3120
231 ,National State Forces Alliance,96 ,,Alliance,Baghdad,,Male,Ibrahim Kazim Jalub Quality Al-Hilalıi,3121
231 ,National State Forces Alliance,97 ,,Alliance,Baghdad,,Male,احمد جمعه عباس والیي الساعدي,3122
231 ,National State Forces Alliance,98 ,,Alliance,Baghdad,,Male,Hamid Hadid Hamoud Saleh Maamouri,3123
231 ,National State Forces Alliance,99 ,,Alliance,Baghdad,,Male,Rafid Muhammad Hamza Farhan Al-Zarkan,3124
231 ,National State Forces Alliance,100 ,,Alliance,Baghdad,,"   female
 ",Rafaad Jabbar Tahir Mazban al-Izirj,3125
231 ,National State Forces Alliance,101 ,,Alliance,Baghdad,,Male,Mahdi Adnan Nowruz Fadhel Al-Jawhari,3126
231 ,National State Forces Alliance,102 ,,Alliance,Baghdad,,"   female
 ","Residence Ali Abdulamir Mohammed Al-
Kazemi",3127
231 ,National State Forces Alliance,103 ,,Alliance,Baghdad,,Male,Hasirn Fadhel Ghadhban Hasirn Al-Rubaieawi,3128
231 ,National State Forces Alliance,104 ,,Alliance,Baghdad,,Male,Ghanem Sami Ghanem الهاشمیي رهیف,3129
231 ,National State Forces Alliance,105 ,,Alliance,Baghdad,,Male,"In the name of Hasir Mohsen Hammadi
Al-Saadi",3130
231 ,National State Forces Alliance,106 ,,Alliance,Baghdad,,Male,Yasser Ali Obaid Shabib Al-Amiri,3131
231 ,National State Forces Alliance,107 ,,Alliance,Baghdad,,Male,Sabah Jawad Jidamid,3132
231 ,National State Forces Alliance,108 ,,Alliance,Baghdad,,Male,"Muhammad Muwafq Abdulkadhim Ali Rab-
iei",3133
231 ,National State Forces Alliance,109 ,,Alliance,Baghdad,,Male,"Muhammad Ali Zamel Salman Al-
Bahdali",3134
231 ,National State Forces Alliance,110 ,,Alliance,Baghdad,,Male,نورس عزيز عليوي حمادي الغزالیي,3135
231 ,National State Forces Alliance,111 ,,Alliance,Baghdad,,Male,Ali Talib Mahmoud Dawood,3136
231 ,National State Forces Alliance,112 ,,Alliance,Baghdad,,"   female
 ","Hanaa Ali Haseer N Abdullah Al-
Azzawi",3137
231 ,National State Forces Alliance,113 ,,Alliance,Baghdad,,Male,"Mustafa Salam Harni, Al-Maliki's
client",3138
231 ,National State Forces Alliance,114 ,,Alliance,Baghdad,,Male,Ibrahim Thamer Ali Hammadi Al-Moussawi,3139
231 ,National State Forces Alliance,115 ,,Alliance,Baghdad,,Male,Jassim Hilal Matroud Sultan,3140
231 ,National State Forces Alliance,116 ,,Alliance,Baghdad,,Male,Shamil Jawad Abdullah Aziz Al-Rahal,3141
231 ,National State Forces Alliance,117 ,,Alliance,Baghdad,,"   female
 ","Hawra Ahmed Shaker Ne'ma
Al-Na'manani",3142
231 ,National State Forces Alliance,118 ,,Alliance,Baghdad,,Male,"Adi Issa Taheriasir Al-
Safni",3143
231 ,National State Forces Alliance,119 ,,Alliance,Baghdad,,Male,Mohammad Hashem Javad Al-Jabouri,3144
231 ,National State Forces Alliance,120 ,,Alliance,Baghdad,,"   female
 ",Hanir N Ali Abdul Haseer N Qasim Al Madhaji,3145
231 ,National State Forces Alliance,121 ,,Alliance,Baghdad,,"   female
 ",زينه منذر احمدفهمیي سالم القره غولیي,3146
231 ,National State Forces Alliance,122 ,,Alliance,Baghdad,,"   female
 ","Sanaa Saadoun Abdullah Mohammed Al-
Tamimi",3147
231 ,National State Forces Alliance,123 ,,Alliance,Baghdad,,"   female
 ",Zahraa KhalafZayer Ajab,3148
231 ,National State Forces Alliance,124 ,,Alliance,Baghdad,,Male,Aqeel Saberrasn Y Atiya,3149
231 ,National State Forces Alliance,125 ,,Alliance,Baghdad,,"   female
 ",Janan Hasir N        Juwaid Damd Al-Ruwaijawi,3150
231 ,National State Forces Alliance,126 ,,Alliance,Baghdad,,"   female
 ",Raghda Hassan Abdul Shabib Al-Dajili,3151
231 ,National State Forces Alliance,127 ,,Alliance,Baghdad,,"   female
 ",Shahid Ismail Ibrahim Abbas Al-Dalo,3152
231 ,National State Forces Alliance,128 ,,Alliance,Baghdad,,"   female
 ","Enaam Kazim Rasn Y Adhir
Al-Batbouti",3153
231 ,National State Forces Alliance,129 ,,Alliance,Baghdad,,Male,"Hamid Jassim Abdul-Sada Karkoush Al-
Haithi",3154
231 ,National State Forces Alliance,130 ,,Alliance,Baghdad,,"   female
 ",Saj Haider Saber Mohammed Al-Jabouri,3155
231 ,National State Forces Alliance,131 ,,Alliance,Baghdad,,Male,"Look at me, look at me, yellow",3156
231 ,National State Forces Alliance,132 ,,Alliance,Baghdad,,Male,Bassem Abdoun and Saf Hadhir,3157
231 ,National State Forces Alliance,133 ,,Alliance,Baghdad,,Male,Ayad Kamel Awadktaaf       Dunya,3158
231 ,National State Forces Alliance,134 ,,Alliance,Baghdad,,Male,Abdul Razzaq Abdul Alkam Tha'ban,3159
231 ,National State Forces Alliance,135 ,,Alliance,Baghdad,,Male,Abdulrahman Naji Jaloub Khadn,3160
231 ,National State Forces Alliance,136 ,,Alliance,Baghdad,,Male,Ahmed Ya'rab Fadhel Mahdi Al-Bawi,3161
231 ,National State Forces Alliance,137 ,,Alliance,Baghdad,,Male,Amjad Nafie Mohammed Kaji,3162
231 ,National State Forces Alliance,138 ,,Alliance,Baghdad,,Male,"Wadih Hassan, single, Aliwi Al-Saadi",3163
231 ,National State Forces Alliance, 139 ,,Alliance,Baghdad,,Male,Abbas Kamel Obaid Kashmur Al Shamri,3164
235 ,"Our Cause Mo-
vement",   2 ,,Party,Baghdad,,"   female
 ",Hawra Talal Mohsen Musa Zouin,3165
235 ,"Our Cause Mo-
vement",   3 ,,Party,Baghdad,,Male,"Mohammed Aboud Hassan Aboud Al-
Khazaali",3166
235 ,"Our Cause Mo-
vement",   4 ,,Party,Baghdad,,Male,Kazem Jassim Jari Jialhamdi,3167
235 ,"Our Cause Mo-
vement",   5 ,,Party,Baghdad,,Male,Walid Abdulmalik Shaker Ali Al-Obaidi,3168
235 ,"Our Cause Mo-
vement",   6 ,,Party,Baghdad,,"   female
 ",Marwa Taher Hadhal Basma Al-Mawsumi,3169
235 ,"Our Cause Mo-
vement",   7 ,,Party,Baghdad,,Male,Amer Sadiq Kazim Hamza Al-Saadi,3170
235 ,"Our Cause Mo-
vement",   8 ,,Party,Baghdad,,"   female
 ",فرح مهند زکیي منتض الحيالیي,3171
235 ,"Our Cause Mo-
vement",   9 ,,Party,Baghdad,,Male,"Adnan Ashour, son of Saeed Al-Daraji",3172
235 ,"Our Cause Mo-
vement", 10 ,,Party,Baghdad,,Male,Majed Hattab Yasser N Awda Al-Maliki,3173
235 ,"Our Cause Mo-
vement", 12 ,,Party,Baghdad,,Male,"In the name of Muhammad Alwan Abdul Abbas
Al-Dulaimi",3174
235 ,"Our Cause Mo-
vement", 13 ,,Party,Baghdad,,Male,"Khamis Haseer N Ali Al-Kadhim
Al-Tamimi",3175
235 ,"Our Cause Mo-
vement", 14 ,,Party,Baghdad,,Male,"Mohammed Rasn Y Ma-
lik Mohammed Al-Arafri",3176
235 ,"Our Cause Mo-
vement", 16 ,,Party,Baghdad,,"   female
 ",Hoda Mubarak Ismail Saleh Al-Saedi,3177
235 ,"Our Cause Mo-
vement", 17 ,,Party,Baghdad,,"   female
 ",Khairiya Mahdi Saleh Dakhil Faraji,3178
235 ,"Our Cause Mo-
vement", 19 ,,Party,Baghdad,,Male,"Saad Hadi, the owner of Mohammed Al-Mahaniya",3179
235 ,"Our Cause Mo-
vement", 20 ,,Party,Baghdad,,Male,Mohammed Ghaleb Abdullah Hamoud Al-Tahan,3180
235 ,"Our Cause Mo-
vement", 21 ,,Party,Baghdad,,Male,Ahmed Khaled Mahmoud Aboud Al-Maamouri,3181
236 ,Al-Omran Party,1 ,,Party,Baghdad,,"   female
 ",Shahrazad Shaker Raouf Mohammed Al-Zubaidi,3182
236 ,Al-Omran Party,2 ,,Party,Baghdad,,Male,Ahmed Ali Hasir Imran Al-Imran,3183
236 ,Al-Omran Party,3 ,,Party,Baghdad,,"   female
 ",Rasha Majed Hamid Shanna Al-Khazraji,3184
236 ,Al-Omran Party,4 ,,Party,Baghdad,,Male,Noorkate Mohsen Lufteh Sawaedi,3185
236 ,Al-Omran Party,5 ,,Party,Baghdad,,Male,Hatem Jabbar Mohammed Hawi Al-Shammari,3186
236 ,Al-Omran Party,6 ,,Party,Baghdad,,Male,"Imad Karim Salman Asmar Al-
Rubaie",3187
236 ,Al-Omran Party,7 ,,Party,Baghdad,,"   female
 ","The intelligence of Ismail Mustafa Zid-
ane Al-Tani",3188
236 ,Al-Omran Party,8 ,,Party,Baghdad,,"   female
 ","Zainab Muhammad Reda Abdul Nathi
Al-Saleh",3189
236 ,Al-Omran Party,9 ,,Party,Baghdad,,"   female
 ",Suha Ali Hassoun Jassim Al-Hiyali,3190
236 ,Al-Omran Party, 11 ,,Party,Baghdad,,Male,Haidar Yousef Mutlaq Abbas Al-Tamimi,3191
236 ,Al-Omran Party,12 ,,Party,Baghdad,,Male,"Faisal Ibrahim Hasir N       Ali
Al-Mashhadani",3192
236 ,Al-Omran Party,13 ,,Party,Baghdad,,"   female
 ",Samia Sahib Khadir Habib Al-Jabouri,3193
241 ,Azm Iraq Alliance,1 ,,      Alliance,Baghdad,,Male,Mahmoud Hasirn Mutlaq Shalash,3194
241 ,Azm Iraq Alliance,2 ,,      Alliance,Baghdad,,Male,"Fawzi Mohammed Ahmed
Haseer N",3195
241 ,Azm Iraq Alliance,3 ,,      Alliance,Baghdad,,Male,Saif Ali Hasir N       Ali Al-Muadhidi,3196
241 ,Azm Iraq Alliance,4 ,,      Alliance,Baghdad,,Male,محمد ناصر دلیي احمد الكربولیي,3197
241 ,Azm Iraq Alliance,5 ,,      Alliance,Baghdad,,Male,Ayad Abdul-Jabbar Karim Musleh,3198
241 ,Azm Iraq Alliance,6 ,,      Alliance,Baghdad,,Male,Mohammed Salman Saleh Mohammed Al-Jabouri,3199
241 ,Azm Iraq Alliance,7 ,,      Alliance,Baghdad,,Male,ياسيرن محمد حمد خلف غباوي,3200
241 ,Azm Iraq Alliance,8 ,,      Alliance,Baghdad,,Male,Rafe Hatem Mutlaq NayefAl-Mashhadani,3201
241 ,Azm Iraq Alliance,9 ,,      Alliance,Baghdad,,Male,Mohammed Talib Abdul Karim Abdullah Al-Jubouri,3202
241 ,Azm Iraq Alliance,10 ,,      Alliance,Baghdad,,Male,Imad Muhammad Mahmoud Shihab,3203
241 ,Azm Iraq Alliance,11 ,,      Alliance,Baghdad,,Male,"Muththan Thaer YousefJa-
ssim",3204
241 ,Azm Iraq Alliance,12 ,,      Alliance,Baghdad,,Male,"Aloe vera, torment, and torment",3205
241 ,Azm Iraq Alliance,13 ,,      Alliance,Baghdad,,Male,Saadoun Ibrahim Alwan Hammadi,3206
241 ,Azm Iraq Alliance,14 ,,      Alliance,Baghdad,,"   female
 ",زيتون حسيرن مراد حمادي الدليمیي,3207
241 ,Azm Iraq Alliance,15 ,,      Alliance,Baghdad,,"   female
 ",Nahal Murshid Salim Abdullah Al Jaafar,3208
241 ,Azm Iraq Alliance,16 ,,      Alliance,Baghdad,,Male,Mohamed Ahmed Hassan Saad,3209
241 ,Azm Iraq Alliance,17 ,,      Alliance,Baghdad,,Male,Marwan Abdul Razzaq Abdul Wahab Mahdi Al-Fadham,3210
241 ,Azm Iraq Alliance,18 ,,      Alliance,Baghdad,,Male,"Talal Haseer N Mohsen
Ali",3211
241 ,Azm Iraq Alliance,19 ,,      Alliance,Baghdad,,Male,"Hamza Dawood Salman Awad
Al-Kartani",3212
241 ,Azm Iraq Alliance,20 ,,      Alliance,Baghdad,,"   female
 ","Hind Ismail Haseer N KhalafAl-
Samarani",3213
241 ,Azm Iraq Alliance,21 ,,      Alliance,Baghdad,,Male,Samir Galab Abis Jazzy,3214
241 ,Azm Iraq Alliance,22 ,,      Alliance,Baghdad,,Male,"Mustafa Shukr Mahmoud Mal Allah Al-
Nadawi",3215
241 ,Azm Iraq Alliance,23 ,,      Alliance,Baghdad,,Male,"Mahersami Hasiran Youssef
Al-Saadani",3216
